"
網聯股份有限公司

回覆模範生

", ,10 人,54703689,KeyError,新北市汐止區大同路一段239號16樓之2地圖,電腦軟體相關,KeyError
"
荷登國際有限公司

回覆模範生

", ,暫不提供員工人數,KeyError,http://www.m4grid.com/,台北市大安區信義路四段296號13樓之2地圖,電信相關,KeyError
"
(AS INTERNATIONAL Co.LTD)吳氏皮飾有限公司( AS.HELENE-SPARK.miss21.MODA-Luxury.MELROSE )

回覆模範生

", ,300 人,KeyError,http://www.as-eweb.com/,台北市中山區中山北路二段68號11樓地圖,鞋類製造、鞋類／布類／服飾品零售,5000萬元
"
聯映廣告有限公司UN-IMAGE CO.,LTD

回覆模範生

", ,20 人,KeyError,http://www.unimage.com.tw,新北市汐止區康寧街161號3樓(大湖科學園區)地圖,印刷,KeyError
"
鼎正有限公司

回覆模範生

", ,200 人,KeyError,KeyError,新北市泰山區中央路5巷40之9號地圖,食品製造╱加工,KeyError
"
穩盈興業股份有限公司

回覆模範生

",暫不提供電話 ,暫不提供員工人數,KeyError,http://www.winning-ind.com/,彰化縣彰化市金馬路二段242號 後棟地圖,汽車／零件製造,1000萬元
"
台偉木箱有限公司

回覆模範生

", ,暫不提供員工人數,KeyError,KeyError,桃園市龜山區萬壽路一段1261號地圖,其它相關製造,KeyError
"
和泰興食品有限公司

回覆模範生

",暫不提供電話 ,40 人,KeyError,http://www.hts.url.tw/index2.html,新北市土城區承天路四巷2之18號地圖,食品製造╱加工,500萬元
"
中日精密雷射股份有限公司

回覆模範生

", ,100 人,KeyError,http://www.alinc.com.tw,新北市五股區五工路149號5樓(新北產業園區)地圖,光學器材製造,KeyError
"
積電通訊( 積子科技有限公司 )

回覆模範生

", ,暫不提供員工人數,KeyError,http://www.3c-phone.com,高雄市三民區忠孝一路493號4樓地圖,其它電信／通訊相關,KeyError
"
協昌科技防災有限公司

回覆模範生

", ,暫不提供員工人數,KeyError,KeyError,雲林縣崙背鄉豐榮村豐榮11之25號地圖,檢測技術服務,KeyError
"
元茂國際企業股份有限公司

回覆模範生

", ,150 人,KeyError,http://www.yuangmo.com.tw,台北市中山區松江路80號3樓地圖,機械器具零售業,1億元
"
A bao house (阿寶晨食館)( A bao house )

回覆模範生

", ,暫不提供員工人數,KeyError,KeyError,台中市北屯區興安路一段46號地圖,早餐店,KeyError
"
立上國際設計事務所VERTICAL STUDIO

回覆模範生

", ,10 人,KeyError,http://www.vertical-studio.com/,台北市松山區八德路三段200號3樓之1地圖,建築設計,KeyError
"
私立卓能珠心算短期補習班

回覆模範生

", ,暫不提供員工人數,KeyError,KeyError,南投縣南投市彰南路三段402號地圖,補習班,KeyError
"
千葉餐飲集團　(千葉餐飲股份有限公司)

回覆模範生

",暫不提供電話 ,暫不提供員工人數,KeyError,http://www.chien-yen.com.tw,嘉義縣民雄鄉東榮村建國路一段301號地圖,餐廳／餐館,KeyError
"
漢江保全股份有限公司

回覆模範生

", ,200 人,KeyError,https://www.facebook.com/han.hch,新北市新莊區中安街27號2樓之2地圖,保全樓管相關,4000萬元
"
私立牛頓美語會話短期補習班

回覆模範生

", ,3 人,KeyError,KeyError,新竹縣竹東鎮中正路158之1號地圖,補習班,50萬元
"
賀喔精緻文旅股份有限公司

回覆模範生

", ,暫不提供員工人數,KeyError,https://www.hoorayhotel.com.tw/,高雄市鹽埕區七賢三路278號地圖,飯店／旅館,KeyError
"
好運大順交通有限公司( 好運計程車GL-Taxi/G.L.Rental )

回覆模範生

", ,25 人,KeyError,http://www.facebook.com/%e5%a5%bd%e9%81%8b%e8%a8%88%e7%a8%8b%e8%bb%8agl-taxi-1064816990273614/,桃園市楊梅區中山北路二段48號地圖,汽車客運,KeyError
"
億豐機車有限公司( SYM )

回覆模範生

", ,5 人,KeyError,KeyError,桃園市桃園區永安路608號地圖,汽機車維修,KeyError
"
聖德環保工程有限公司

回覆模範生

", ,暫不提供員工人數,80208690,KeyError,新北市三重區溪尾街325巷3弄7號地圖,環境衛生／污染防治相關,KeyError
"
(蒸鮮腸粉港式飲茶)客居承都有限公司

回覆模範生

", ,50 人,KeyError,http://www.jsyamcha.com.tw/,高雄市左營區裕誠路322號地圖,餐廳／餐館,2000萬元
"
富宜康實業有限公司( ALIS Elevator 亞力士電梯 )

回覆模範生

", ,暫不提供員工人數,53132894,http://www.aliselevator.com/,桃園市八德區華安街6號地圖,空調╱水機電工程,KeyError
"
敦泰保全股份有限公司

回覆模範生

", ,352 人,KeyError,http://www.dun-tai.tidi.tw/,新竹市東區食品路65號4樓地圖,保全樓管相關,4000萬元
"
Curves可爾姿女性30分鐘環狀運動(凱特)

回覆模範生

", ,暫不提供員工人數,KeyError,http://www.curves.com.tw/,桃園市桃園區中華路10號5樓之5(近桃園火車站)地圖,運動服務,KeyError
"
有巢氏房屋楠梓右昌加盟店.亨生不動產有限公司( 楠梓地產王 )

回覆模範生

", ,120 人,28610398,https://www.facebook.com/3607777utrust/,高雄市楠梓區後昌路903號地圖,不動產經營／開發,KeyError
"
卡路里早午餐(嶺東店)

回覆模範生

", ,暫不提供員工人數,KeyError,KeyError,台中市南屯區永春南路87號地圖,早餐店,KeyError
"
皕勝國際有限公司

回覆模範生

", ,暫不提供員工人數,KeyError,KeyError,台北市文山區木柵路四段149巷13號2樓地圖,人力派遣／人力供應,KeyError
"
明琦汽車有限公司( Hyundai現代汽車花蓮總經銷 )

回覆模範生

", ,22 人,KeyError,KeyError,花蓮縣吉安鄉中央路三段410號地圖,汽機車／相關用品零售,KeyError
"
南昌食品行( 南昌廣東粥／珍珧滷肉飯／晴天廚房 )

回覆模範生

", ,暫不提供員工人數,KeyError,KeyError,台北市中正區寧波東街18號1樓地圖,餐廳／餐館,KeyError
"
鼎育文教股份有限公司

回覆模範生

", ,暫不提供員工人數,54637632,KeyError,高雄市左營區自由四路39號地圖,補習班,KeyError
"
明錦健髮館_百加化粧品專賣店

回覆模範生

", ,暫不提供員工人數,KeyError,http://handsome-beautiful.com/,台中市南屯區向心里文心南路21號1樓地圖,美容╱美體相關,KeyError
"
泰翔保全股份有限公司

回覆模範生

", ,暫不提供員工人數,KeyError,http://www.thai-shine.com.tw,新北市中和區板南路659號10樓地圖,保全樓管相關,KeyError
"
太子藥局

回覆模範生

", ,暫不提供員工人數,KeyError,KeyError,台南市仁德區太子路338號地圖,藥局,KeyError
"
格緻旅行社股份有限公司

回覆模範生

", ,暫不提供員工人數,42610617,http://www.shtravel.com.tw/,台北市中山區長春路78號5樓之1地圖,旅遊服務,KeyError
"
新北市私立真理蒙特梭利幼兒園

回覆模範生

", ,暫不提供員工人數,KeyError,http://truth.52school.com.tw/,新北市中和區興南路一段34巷2號地圖,學前教育事業,KeyError
"
本原日韓精品

回覆模範生

", ,10 人,KeyError,KeyError,新北市中和區中山路三段133號地圖,鞋類／布類／服飾品批發、鞋類／布類／服飾品零售,100萬元
"
Moi cafe( 品沐咖啡有限公司 )

回覆模範生

", ,暫不提供員工人數,KeyError,https://www.facebook.com/pages/moi-caf%c3%a9/1591715957777576,台北市大安區仁愛路四段408巷13號1樓地圖,餐廳／餐館,KeyError
"
威立顧問股份有限公司( 威立顧問 會展菁英團隊 )

回覆模範生

", ,暫不提供員工人數,89829609,http://www.willypco.com.tw,台北市松山區南京東路五段230號14樓之4地圖,會議展覽服務,KeyError
"
我家廚房小吃店

回覆模範生

", ,暫不提供員工人數,KeyError,http://www.ouskitchen.com/,新北市新店區僑信路55號地圖,餐廳／餐館,KeyError
"
伯騰國際股份有限公司

回覆模範生

", ,10 人,24866355,KeyError,嘉義縣民雄鄉福樂村中山路2號地圖,飯店／旅館,8000萬元
"
威爾森教育機構_威爾森文教事業股份有限公司

回覆模範生

", ,暫不提供員工人數,KeyError,http://www.wilsonschool.org.tw,台南市中西區永福路一段189號10樓A3地圖,學前教育事業,KeyError
"
(好好兒童文教機構)台北縣私立好好幼兒園

回覆模範生

", ,20 人,KeyError,http://hoho.woby.com.tw,新北市新店區達觀路6號地圖,學前教育事業,1000萬元
"
般將潮流企業有限公司( baby嘟嘟房 )

回覆模範生

",暫不提供電話 ,暫不提供員工人數,KeyError,https://zh-tw.facebook.com/babydodofun/,台北市內湖區文德路100號4樓之8地圖,綜合商品批發代理、文教／育樂用品零售,KeyError
"
鼎欣汽車

回覆模範生

", ,5 人,26549799,http://www.facebook.com/dingxin.car,新北市蘆洲區中正路490號1樓地圖,汽機車維修,KeyError
"
車寶貝汽車百貨股份有限公司

回覆模範生

", ,50 人,KeyError,http://www.carbaby.com.tw,台中市南屯區五權西路二段1125號地圖,汽機車／相關用品零售,KeyError
"
優仕美牙醫診所

回覆模範生

", ,10 人,50595195,KeyError,桃園市蘆竹區大竹路468號地圖,診所,10萬元
"
恩典護理之家

回覆模範生

", ,10 人,KeyError,KeyError,桃園市龜山區萬壽路二段956號地圖,護理之家／安養中心,KeyError
"
湯村麗緻足體養生會館

回覆模範生

", ,暫不提供員工人數,54889496,http://tangcunritz.com/,台中市北區公園路225號地圖,美容╱美體相關、休閒服務,KeyError
"
威能汽車百貨有限公司

回覆模範生

", ,50 人,KeyError,http://www.winnercar.com.tw,台北市中山區建國北路二段35號1樓地圖,汽機車／相關用品零售,100萬元
"
俠客樂器有限公司

回覆模範生

",暫不提供電話 ,15 人,KeyError,http://www.sharkmusic.com.tw,桃園市中壢區中台路33號地圖,百貨相關,300萬元
"
7-11明峰門市_安立盛流通商行

回覆模範生

", ,暫不提供員工人數,KeyError,http://www.7-11.com.tw/,新北市汐止區明峰街179之1號地圖,百貨相關,KeyError
"
亞瑟環境清潔股份有限公司

回覆模範生

", ,450 人,KeyError,http://acer2230296.com/index.html,高雄市新興區中正二路182號8樓之2地圖,環境衛生／污染防治相關,500萬元
"
全家便利商店彰化金師店(營銓商行)

回覆模範生

", ,5 人,KeyError,KeyError,彰化縣彰化市進德路27號1樓地圖,百貨相關,KeyError
"
宏偉文教機構( 宏偉數學 )

回覆模範生

", ,暫不提供員工人數,KeyError,http://www.dreamplace.com.tw,台北市中正區忠孝西路一段100號7樓地圖,補習班,KeyError
"
永續人力資源顧問有限公司

回覆模範生

", ,15 人,KeyError,http://www.ssb-hr.com.tw,台北市中山區中山北路一段72號10樓之3地圖,人力派遣／人力供應,KeyError
"
佳盈精密工業股份有限公司

回覆模範生

", ,20 人,KeyError,http://www.chiaye.com.tw/index.html,桃園市龜山區樂安街435巷288號地圖,鋼鐵工業,850萬元
"
綠橘子光電有限公司

回覆模範生

", ,暫不提供員工人數,53820175,KeyError,台中市北屯區后庄路260號1樓地圖,照明設備製造,KeyError
"
高雄市警察之友會

回覆模範生

",暫不提供電話 ,暫不提供員工人數,KeyError,KeyError,高雄市前金區中正四路260號地圖,協會／基金會,KeyError
"
新東輝金屬工廠股份有限公司

回覆模範生

", ,暫不提供員工人數,KeyError,http://www.sthwire.com.tw,彰化縣花壇鄉灣東路51巷20號地圖,其它金屬相關製造,KeyError
"
威合股份有限公司.

回覆模範生

", ,3000 人,KeyError,http://www.uesctw.com,台北市中山區復興北路2號5樓之7地圖,環境衛生／污染防治相關,2500萬元
"
正芳工業有限公司

回覆模範生

", ,50 人,KeyError,http://www.sechi77.com,雲林縣斗六市保庄里明德北路三段287號地圖,汽車／零件製造,3900萬元
"
宏鑫當舖( 宏鑫當舖 )

回覆模範生

", ,暫不提供員工人數,78854849,KeyError,花蓮縣花蓮市中山路408之7號地圖,其它金融╱輔助,KeyError
"
富偉精機股份有限公司

回覆模範生

",暫不提供電話 ,暫不提供員工人數,KeyError,http://www.forwell.com,暫不提供地址,專用生產機械製造修配,KeyError
"
聯合醫事檢驗所

回覆模範生

", ,100 人,KeyError,http://www.ucl.com.tw,台北市大安區復興南路二段151巷33號1樓地圖,檢驗所,7000萬元
"
潔新牙醫診所

回覆模範生

", ,30 人,KeyError,https://zh-tw.facebook.com/jetstardent/,新北市瑞芳區中山路25號地圖,診所,KeyError
"
紹暘國際物流有限公司

回覆模範生

", ,50 人,KeyError,KeyError,台北市中正區新生南路一段158號2樓地圖,儲配╱運輸物流,1000萬元
"
中國科技大學(人事室)

回覆模範生

", ,暫不提供員工人數,03807628,http://www.ckitc.edu.tw,台北市文山區興隆路三段56號地圖,其它教育服務業,KeyError
"
有巢氏房屋台北興安加盟店(安興不動產仲介有限公司)( 有巢氏房屋~東區聯賣會 )

回覆模範生

", ,50 人,KeyError,KeyError,台北市中山區興安街53號1樓地圖,不動產經營／開發,KeyError
"
品牙醫診所

回覆模範生

", ,暫不提供員工人數,KeyError,KeyError,台北市內湖區成功路四段175號1樓地圖,診所,KeyError
"
健智美連鎖藥局(健爾康生活事業股份有限公司)

回覆模範生

", ,50 人,KeyError,KeyError,高雄市鹽埕區鹽埕街55號2樓地圖,藥局,KeyError
"
新北市私立上綸幼兒園

回覆模範生

", ,12 人,KeyError,KeyError,新北市三重區正義南路105巷13號1樓地圖,學前教育事業,KeyError
"
莫邑美髮沙龍( Moooi Hair Salon )

回覆模範生

", ,暫不提供員工人數,KeyError,KeyError,高雄市新興區林森一路125號地圖,美髮相關,KeyError
"
台樂美企業股份有限公司

回覆模範生

", ,10 人,86156895,https://www.colantotte.com.tw/,台北市中山區民生東路三段3號5樓地圖,貿易代理商,KeyError
"
瀑崎峯小吃店( Living Forest 聽雨軒森林園區 )

回覆模範生

",暫不提供電話 ,暫不提供員工人數,KeyError,http://www.livingforest.club/,台北市士林區至善路三段342號地圖,休閒服務,KeyError
"
永盛藥局

回覆模範生

",暫不提供電話 ,暫不提供員工人數,KeyError,KeyError,台東縣台東市中山路267之1號地圖,藥局,KeyError
"
如家藥師藥局

回覆模範生

", ,暫不提供員工人數,KeyError,KeyError,新竹縣湖口鄉光復東路335號(新竹工業區)地圖,藥局,KeyError
"
勵學文理補習班

回覆模範生

", ,暫不提供員工人數,KeyError,KeyError,桃園市八德區富城街25號地圖,補習班,KeyError
"
淞鉞國際有限公司( sony.adobe.sophos.autodesk.wacom等 )



",暫不提供電話 ,暫不提供員工人數,KeyError,http://www.song-yue.com/index.php?lang=tw,高雄市左營區先勝路72號1樓地圖,電腦軟體相關,KeyError
"
桃園市私立柏克來幼兒園

回覆模範生

", ,25 人,KeyError,http://bkid.woby.tw/view360.aspx,桃園市桃園區莊敬路二段2號地圖,學前教育事業,KeyError
"
羽全生命事業有限公司

回覆模範生

", ,20 人,KeyError,KeyError,高雄市三民區建工路257號地圖,殯葬服務,125萬元
"
私立高名文理短期補習班( 高名教育事業集團 )

回覆模範生

", ,600 人,KeyError,http://www.km999.com.tw/,高雄市三民區平等路167號地圖,補習班,KeyError
"
(ICHG 承新控股)承新國際管理顧問股份有限公司( ICHG 承新控股、餐廚工坊 )

回覆模範生

", ,300 人,KeyError,http://www.ichg.com.tw,新北市中和區立德街98巷93號1樓地圖,家事／清潔服務,1500萬元
"
雲明餐飲有限公司( 鮮鮓日本料理 )

回覆模範生

", ,暫不提供員工人數,52640885,KeyError,台北市松山區民生東路三段113巷25弄14號地圖,餐廳／餐館,100萬元
"
嘉誠國際企業有限公司(嘉誠汽車)

回覆模範生

", ,暫不提供員工人數,KeyError,KeyError,新北市土城區中央路三段134之1號地圖,汽機車／相關用品零售,1000萬元
"
韓品國際行銷股份有限公司

回覆模範生

", ,暫不提供員工人數,66260322,KeyError,新北市汐止區新台五路一段99號12樓地圖,餐廳／餐館,2885萬元
"
大麥汽車商行( 大麥汽車 )

回覆模範生

", ,暫不提供員工人數,10538402,KeyError,桃園市蘆竹區中正北路337之1號地圖,汽機車／相關用品零售,KeyError
"
豚之家有限公司( 知多家 )

回覆模範生

", ,暫不提供員工人數,KeyError,http://www.facebook.com/chitakaSL,暫不提供地址,餐廳／餐館,KeyError
"
克萊兒有限公司( 葛蘿莉創意廚房 )

回覆模範生

", ,暫不提供員工人數,KeyError,http://gloryfusion.com/,台北市中山區樂群三路75號地圖,餐廳／餐館,KeyError
"
金鈺食品有限公司

回覆模範生

",暫不提供電話 ,暫不提供員工人數,KeyError,KeyError,新北市汐止區南陽街276號1樓地圖,其它餐飲相關,KeyError
"
環宇展業有限公司

回覆模範生

", ,10 人,KeyError,https://www.facebook.com/yima.xzonetaiwan/,高雄市新興區新田路58號地圖,鞋類／布類／服飾品零售,KeyError
"
全備資訊科技股份有限公司

回覆模範生

",暫不提供電話 ,25 人,KeyError,http://www.fulltec.com.tw,台北市大安區基隆路二段110號12樓地圖,印刷,1200萬元
"
樺晟電子股份有限公司

回覆模範生

", ,65 人,KeyError,http://WWW.HIGH-TEK.COM.TW,台北市南港區南港路三段50巷16號4樓地圖,被動電子元件製造、其它電信／通訊相關,7億8000萬元
"
妙音通信有限公司

回覆模範生

", ,暫不提供員工人數,KeyError,KeyError,台中市沙鹿區中山路352號地圖,電信相關,KeyError
"
聖億通訊有限公司( 台灣大哥大~遠傳 )

回覆模範生

", ,25 人,KeyError,KeyError,台中市后里區后里村甲后路366號地圖,電信相關、通訊機械器材相關,200萬元
"
九湯國際有限公司( 小餅愛餡 )

回覆模範生

", ,暫不提供員工人數,KeyError,KeyError,暫不提供地址,其它餐飲相關,KeyError
"
信義興有限公司

回覆模範生

", ,暫不提供員工人數,KeyError,KeyError,台北市中正區重慶南路一段57號7樓之1地圖,生化科技研發,KeyError
"
萬越鋼鐵有限公司

回覆模範生

", ,暫不提供員工人數,KeyError,KeyError,桃園市桃園區春日路1434巷115號地圖,其它相關製造,KeyError
"
旭懋科技有限公司

回覆模範生

", ,暫不提供員工人數,KeyError,https://www.facebook.com/%E6%97%AD%E6%87%8B%E7%A7%91%E6%8A%80-243044785905368/,台中市大雅區振興二路46之1號地圖,專用生產機械製造修配,KeyError
"
通航國際股份有限公司(三陽通信企業有限公司)

回覆模範生

", ,95 人,KeyError,http://www.tonnet.com.tw,新北市三重區重新路五段609巷16號2樓之4地圖,光電相關,7000萬元
"
金富發烘焙坊(金順發蛋糕)( 金順發蛋糕 )

回覆模範生

", ,暫不提供員工人數,KeyError,KeyError,新北市淡水區清水街20號地圖,麵包店／點心烘焙店,KeyError
"
九江水產行

回覆模範生

", ,暫不提供員工人數,KeyError,https://www.facebook.com/九江水產行-1544574472449959/timeline/,台中市東區信義街200號地圖,農／畜／水產品批發,KeyError
"
天仁茶業股份有限公司(天仁茗茶)

回覆模範生

",暫不提供電話 ,877 人,KeyError,http://www.tenren.com.tw,台北市大安區忠孝東路四段107號6樓(捷運忠孝敦化站首督大樓)地圖,食品製造╱加工、飲料店、餐廳／餐館,9億591萬元
"
(大東山珠寶)大東山希望天地股份有限公司( 大東山珠寶 Luperla )

回覆模範生

", ,30 人,80678165,http://www.luperla.com,台北市中山區南京東路三段89巷3弄10-14號地圖,首飾／貴金屬零售業,5800萬元
"
TOYOTA桃苗汽車股份有限公司大崗營業所

回覆模範生

", ,500 人,KeyError,http://www.toyota-tm.com.tw,桃園市龜山區大華村文化三路358號(林口及華亞科技園區)地圖,其它汽機車相關服務,5000萬元
"
威裕國際有限公司( Emerson Vilter )

回覆模範生

", ,暫不提供員工人數,KeyError,http://www.wui.com.tw,高雄市左營區文萊路156號地圖,專用生產機械製造修配,KeyError
"
鑫禾科技股份有限公司( SINHER )

回覆模範生

",暫不提供電話 ,200 人,KeyError,http://www.sinher.com.tw,新北市汐止區康寧街169巷29之1號10樓之2(大湖科學園區)地圖,電腦／週邊設備製造,7億4417萬元
"
生活資產管理顧問有限公司( 生活房屋 ～將心比心。珍惜所託 為您創造資產最大獲益 )

回覆模範生

", ,30 人,KeyError,http://www.ilife-house.com,桃園市桃園區新埔八街113號地圖,不動產經營／開發,KeyError
"
奇展國際企業有限公司

回覆率特優

", ,10 人,KeyError,http://www.buy3c.com,高雄市三民區建國二路130號地圖,電腦系統整合服務相關,600萬元
"
台灣媽媽寶寶股份有限公司( 小南國婦幼用品館 )

回覆率特優

", ,40 人,KeyError,http://www.pcstore.com.tw/ssocoty/,台中市南屯區龍德路一段28號2樓地圖,藥品／化妝品／清潔用品零售,2600萬元
"
鼎機股份有限公司( UNID )

回覆率特優

", ,55 人,23029768,http://www.unid.com.tw,桃園市八德區瑞源街7號地圖,電力機械器材製造修配,2960萬元
"
客來富彩券行

回覆率特優

", ,暫不提供員工人數,KeyError,KeyError,新北市三重區長安街120號地圖,休閒服務,KeyError
"
祥叡餐飲事業股份有限公司( Burger Ray 個性漢堡 )

回覆率特優

",暫不提供電話 ,30 人,KeyError,http://burgerray.com/,台北市大安區忠孝東路四段250之4號地圖,餐廳／餐館,1000萬元
"
漢傑企業有限公司( HAN JIE )

回覆率特優

", ,30 人,28945824,KeyError,新北市永和區中和路499號8樓之13地圖,停車場,500萬元
"
王杰凱小兒科診所

回覆率特優

", ,21 人,KeyError,http://drwang77.pixnet.net/blog,新北市永和區得和路275號1樓2樓地圖,診所,KeyError
"
紅樹林電子遊樂場業( 引進世界各地卡西諾原裝機台,邀請您親身體驗. )

回覆率特優

", ,暫不提供員工人數,KeyError,KeyError,新北市淡水區淡金路8號地圖,休閒服務,KeyError
"
平安消防工業有限公司( 平安消防 )

回覆率特優

", ,20 人,KeyError,http://www.safe119.com.tw/,桃園市桃園區國際路一段410號地圖,空調╱水機電工程,2000萬元
"
禾町無煙炭火燒肉

回覆率特優

", ,暫不提供員工人數,KeyError,http://www.facebook.com/miting2,高雄市三民區敦煌路72號地圖,餐廳／餐館,KeyError
"
炒飯英雄大明店_京泰小吃店( 炒飯英雄 )

回覆率特優

", ,暫不提供員工人數,KeyError,KeyError,台中市大里區大明路217號1樓地圖,餐廳／餐館,KeyError
"
誠品搬家有限公司( 誠品搬家有限公司 )

回覆率特優

", ,50 人,KeyError,http://www.taipeimover.com/,台北市中山區大直街20巷9號1樓地圖,儲配╱運輸物流,1000萬元
"
建興騎士用品店( 中野安全帽精品店 )

回覆率特優

", ,20 人,38567547,KeyError,新北市中和區中山路三段1號地圖,其它零售業,KeyError
"
全球連鎖大藥局(環球生活事業股份有限公司)( 健康樂活在全球! 專業、關懷、熱忱、創新、共好、共享 )

回覆率特優

", ,130 人,KeyError,http://www.gmed.com.tw,桃園市八德區建國路866號地圖,藥局,2900萬元
"
味源股份有限公司( 味源 )

回覆率特優

", ,暫不提供員工人數,KeyError,http://weiyuan.tw/,台中市大里區國中路483巷3號地圖,食品製造╱加工,600萬元
"
金華房屋企業社

回覆率特優

", ,暫不提供員工人數,81995442,http://www.lhouse.com.tw,台中市西屯區重慶路142號地圖,不動產經營／開發,KeyError
"
世奇商旅

回覆率特優

", ,暫不提供員工人數,KeyError,http://www.shichihotel.com.tw,高雄市左營區裕誠路450號地圖,飯店／旅館,KeyError
"
冠雨有限公司

回覆率特優

", ,70 人,KeyError,KeyError,暫不提供地址,家事／清潔服務,KeyError
"
探險家企業社( LOGOS.SUNNTO.NUIT.EXPLORER.CAMPTAIN )

回覆率特優

", ,20 人,31860882,http://www.camp168.com/,台北市信義區忠孝東路五段536號地圖,休閒服務,500萬元
"
翔光工業股份有限公司

回覆率特優

",暫不提供電話 ,67 人,KeyError,http://www.gianni.com.tw,新北市土城區中興路13號(土城工業區)地圖,其它電子零組件相關,1億500萬元
"
泓威國際企業股份有限公司

回覆率特優

", ,30 人,12743843,KeyError,新北市汐止區新台五路二段51號地圖,電信相關,KeyError
"
如意樓川菜海鮮餐廳

回覆率特優

", ,暫不提供員工人數,KeyError,KeyError,台南市北區林森路三段153之30號地圖,餐廳／餐館,KeyError
