"訪談日期","部門","new_GeneralInformation","new_Interviewer"
2017-08-14,"會本部. EBS","1、好消息衛星器材位在張化縣埔心鄉，從事電梯、電扶梯、升降機工程及其他有線及付費節目播送。2、因自業務所需，渠報名本處辦理的全方位秘書助理訓練實務班。3、渠表課程內容豐富且實用性高，對課程表示滿意。4、後續希望本處能持續提供貿協各項服務及課程訊息，本處亦提供年度課程表供渠參考。","尹瑜/楊巧玉"
2017-08-14,"會本部. EBS","1、京漢廣告事業位在台中市西屯區，從事公開展示廣告及包裝承攬服務。外銷出口主以泰國地區為大宗。2、渠參加全方位秘書助理訓練實務班，以增進自身的專業能力。3、渠表對秘書助理相關接觸作業事宜，更加瞭解，有助於提升自身的專業能力。4、冀望持續接收貿協相關服務及課程資訊，","尹瑜/楊巧玉"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-14,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-13,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-13,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-13,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-13,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-13,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-13,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-13,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-13,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-13,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-13,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-13,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-13,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-13,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-13,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-13,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-13,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-13,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-11,"會本部. EBS","1.該公司生產和銷售各類鐵釘及螺絲扣件產品，原料大多進口自俄羅斯、中國及南韓等國，來台加工後再外銷市場為美國及越南，產品皆通過德國技術協會TUV CERT ISO 9001認證。2.拓銷海外市場之方式:參加展覽，尤其是主辦的台灣國際扣件展及扣件採購洽談會，透過參加扣件展及採洽會面後，再安排後續親自拜訪客戶，以期達成接單的最終目的。3.該公司透過台灣經貿網的電子報得知此本處於6/16日在嘉義地區舉辦「開拓中東市場新契機」研討會，也派員參加，對於活動內容、實用性、時數安排與講師互動溝通等評價極高，希望日後能夠安排在嘉義辦理更多的活動。","劉婉蓉"
2017-08-11,"會本部. EBS","參加6月28日於台南舉辦之美商PCC (Precision Casting Corp.) 洽談,有興趣採加航太結構件採購.","黃惠玲"
2017-08-11,"會本部. 市場研究處(原)","該公司劉明彤君於2017年8月9 日至(台北貿易資料館)查詢美國,德國,義大利等國之機器、用具、儀器或器具之零件及附件 ,當下即協助尋找並推薦當地展覽名錄,其查詢後表示蒐集許多廠商資訊,夠一段時日開發商機.","王月嬌"
2017-08-11,"會本部. 市場研究處(原)",NA,"王月嬌"
2017-08-11,"會本部. EBS","1.該公司主要生產其集團所需之飛機維修件,因維修件品質佳也出口給零件給其他航空公司製造部 副理  林仁國  apollolin@egap.com  Tel : 03-282-6180, M : 0952-511612企劃室副理  吳裕榜 benjaminwu@egap.com.tw2.長榮集團大,若不是聯絡上對的窗口,電話會被漠視.3. 前述該公司2位參加6月28日於台南舉辦之美商PCC (Precision Casting Corp.) 洽談","黃惠玲"
2017-08-11,"會本部. 市場研究處(原)",NA,"王月嬌"
2017-08-11,"會本部. EBS","本會為推廣印尼電商市場，網路行銷中心特別商請印尼第二大電商平台BliBli台灣電商代表慶圓國際吳俊星經理等人南下拜會潛力業者。臺鹽保養品系列產品於2013年通過全廠Halal認證，已正積極前往印尼、泰國進行市場評估，目前已與泰國當地企業合作，以台灣原料進口在泰國包裝模式，推出Ocean Nana品牌推出美白系列商品，希能透過東協貿易協定優惠，拓銷到東協國家。另外，印尼已與當地企業洽商合作設立精鹽廠，評估是否有合作企業代理全商品印尼的銷售通路，因此對於印尼BliBli的通路，將會評估以廣告行銷策略先行上架宣傳，同時進行印尼BPOM認證，期以長期經營模式進入印尼市場。網路行銷中心推出""台灣國際專業展參展廠商買賣旺電商拓銷方案""，建議臺鹽透過此方案進行電商拓銷通路，黃處長表示，近期公司正在進行產品線整合，待產品包裝完成修訂後，會考量加入進行電商拓銷。本處亦提供106年清真產品認證暨推廣輔導作業規範，建議臺鹽透過此補助專案來推廣清真市場。","李惠玲主任、周秀芬主任、林澤一高專、陳玫伶"
2017-08-11,"會本部. EBS","8/11參加印尼市場概況及blibli電商平臺招商說明會，有意拓展印尼電商市場，有意進一步了解產品清真認證問題，本處會後提供「清真產品認證暨推廣輔導作業規範」供參。","陳玫伶"
2017-08-11,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-11,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-11,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-11,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-11,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-11,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-11,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-11,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-11,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-11,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-11,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-11,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-11,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-11,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-11,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-11,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-11,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-11,"會本部. EBS","一、電話關懷台灣經貿網目前使用情形 二、邀約參加台灣經貿網活動: (1) 9/6(三)台灣經貿網說明會『印度市場關鍵報告』 (2) 9/12(二)數位轉型-台灣經貿網企業會員專場獻禮","曾碧枝"
2017-08-11,"會本部. EBS","8/11參加印尼市場概況及blibli電商平臺招商說明會，有意拓展印尼電商市場，有意進一步了解產品清真認證問題，本處會後提供「清真產品認證暨推廣輔導作業規範」供參。","陳玫伶"
2017-08-11,"會本部. EBS","8/11參加印尼市場概況及blibli電商平臺招商說明會，有意拓展印尼電商市場，有意進一步了解產品清真認證問題，本處會後提供「清真產品認證暨推廣輔導作業規範」供參。","陳玫伶"
2017-08-11,"會本部. EBS","來電洽詢是否可提供斯里蘭卡當地塗料貿易商資訊，職提供本會駐印度及清奈台灣貿易中心連絡方式請渠直接聯絡洽索斯里蘭卡當地廠商資訊。","林曆"
2017-08-11,"會本部. 服務業推廣中心","1. 針對經濟部投資業務處刻正籌組經濟部「2017年中東經貿投資訪問團(伊朗、科威特、土耳其)」作說明，魏理事長表示伊朗以石油為經濟支柱，不僅是石油、天然氣資源大國，各類礦產儲量豐富，得天獨厚居世界排名前10者多有，更有潛在礦產，若非過往執政者巴勒維的白色革命被推翻，加上美國進行制裁，伊朗今日的經濟地位將不可同日而語。2. 林秘書長則表示與本會合作密切，除安排11月10至14日本會董事長行程，也願意為本團提供相關協助。","服務業推廣中心李孟娟副主任、范嘉玲組長、陳貞雯專員"
2017-08-10,"會本部. 台北國際展會營運中心(會)","1.台灣會議產業目前面臨的問題在於缺乏可容納大規模人數的會議中心，有些國際會議人數達6,000人，但台灣目前的場館條件無法滿足，以致於許多大型國際會議(5000-6000人)無法來台舉辦，會議中心應定義為政府的基礎建設，不以營利為目的，才能帶動會展周邊產業的發展，因此希望政府集中資源，加速興建大規模且具有競爭性的國際會議場館，以利爭取大型會議來台。2.國際會議主辦單位多為公協學會，然而公協學會無法融資，政府也無法提供類似信保基金的措施，補助款也皆在活動後才能核銷，因此在國際會議籌備期間常面臨資金不夠的問題，需要PCO先墊付，因此希望政府對公協學會籌辦國際會議的補助款機制能更為友善，可於活動前先支付融資金額，而非活動後核銷才能領到款項。","林妍妏"
2017-08-10,"會本部. EBS","產品為智能安全後視鏡,首次參加本會AMPA展,無國外參展經驗.新登記貿易資格廠商,尚無任何進出口實績.","黃惠玲"
2017-08-10,"會本部. EBS","產品為碳晶布管,擬拓銷海外市場","李至暉"
2017-08-10,"會本部. EBS","該公司發展新產品線是G-Mars植物酯機油減磨添加劑,據告產品銷大陸,工廠設在大陸,產品陳列於2017AMPA展,新產品展示專區,除大陸及台灣外, 尚未銷其他國家.","黃惠玲"
2017-08-10,"會本部. EBS","1.對拓展歐洲市場有興趣,敬邀參加2018法蘭克福汽配展,已報名2.該公司2018年也參加本會美國AAPEX展,惟該公司外銷實績不佳,不是每年都報得上AAPEX","黃惠玲"
2017-08-10,"會本部. EBS","1.對拓展歐洲市場有興趣,敬邀參加2018法蘭克福汽配展,已報名.2.該商也報名參加美國AAPEX展","黃惠玲"
2017-08-10,"會本部. EBS",NA,"黃惠玲"
2017-08-10,"會本部. EBS","對拓展日本及歐洲市場有興趣","黃惠玲"
2017-08-10,"會本部. EBS","對拓展歐洲市場有興趣,敬邀參加2018法蘭克福汽配展,已報名","黃惠玲"
2017-08-10,"會本部. EBS","對拓展歐洲市場有興趣,已邀請參加2018法蘭克福汽配展,並已報名.","黃惠玲"
2017-08-10,"會本部. 展覽業務處","該公司成立於2013年，曾參與2016 COMPUTEX的新創展區InnoVEX。目前在香港、中國大陸、台灣三地設有辦公室，台灣辦公室成員5人，包含1名業務(李立翔)。該公司近年才開始推展台灣業務，有計畫擴大台灣辦公室業務編制。目前和開國有穩定合作登錄系統及買主搜集器App，其他接觸中的展覽主辦單位例如UBM、台北市電腦公會。該公司免費提供TAITRONICS 2017試用買主搜集器App。該公司較少報名參展，即便參展也不考慮獨立參展，傾向以加速器組團報名的方式參展。將引介展四組與香港新創加速器加強聯繫。","李立翔"
2017-08-10,"會本部. EBS","1.對拓展歐洲市場有興趣,已邀請參加2018法蘭克福汽配展,並已報名.2.何素慧經理sophie@sci.com.tw  為主要展覽業務聯絡人,請務必電郵相關資料給她.","黃惠玲"
2017-08-10,"會本部. EBS","對拓展歐洲市場有興趣,已邀請參加2018法蘭克福汽配展,已報名參加.","黃惠玲"
2017-08-10,"會本部. EBS","1. 目前公司以經銷+技術服務為主要經營模式。2. 機電工程部主要客戶為重工業客戶如台塑、中鋼。3. 能源事業部主要產品是餘熱回收發電(ORC)與永磁調速機(PMD)，皆為經銷台灣廠商設備。另外儲能解決方案使用到的蓄電池，鉛酸電池以台灣製為主，鋰電池則以大陸製為主。4. 能源事業部有兩個主要示範性案子，分別是農試所的風力與太陽能儲電櫃及林邊水車供電系統。5. 目前營收以來自國內為主，外銷部分主要是因為服務台塑昆山廠所衍生。6. 有意擴展外銷市場，主要著眼東南亞。7. 目前拓展外銷市場採陸商的「全球客戶開發系統」服務。其運作方式是由服務商用搜尋引擎得到指定行業所有連絡郵件地址，並發送信件。8. 已是台灣經貿網會員。9. 已建議其下載採洽易APP掌握商機。10. 正在開發自有台灣製產品，提供客戶更多選擇並開拓海外市場11. 希望尋找海外合作夥伴，以儀器、機械設備經銷商為佳，尤其是空調冷凍與馬達設備專業的。","盧育慶、鄒慧玲"
2017-08-10,"會本部. EBS","1.因該公司黃宗乾執行長報名本會企業高階主管實戰班，主任亦指示前往拜訪，故利用此機會與該公司接觸並說明本會各項服務。(該公司黃執行長在大陸工廠，故由張副總接待)2.該公司成立於1965年，總公司設於高雄，於大陸設有三座工廠，於美國、日本、香港及馬來西亞等地設銷售據點。主要從事各式電熱管之生產製造，電熱管廣泛使用於各類家電產品，故各世界家電大品牌廠商均為該公司之客戶對象，該公司表示，該公司產品在全球之市占率應可進前三大。因該公司在台已無生產功能，故出口實績從2014年500萬至1000萬美元，2016年驟降至5萬美元。3.本次拜訪向渠介紹本會協助廠商拓展海外市場之參展團、拓銷團等，以及說明邀請買主來台採購相關資訊之採洽易網站。另說明contact taiwan攬才服務及僑外生與國內企業媒合會，並提供本處舉辦之工商講座課程表供參。4.渠表示，該公司之國外客戶開發係由海外之銷售據點負責，總公司之業務則負責內銷客戶。但仍感謝本處的拜訪，讓渠了解本會各項協助廠商之服務，並請本處未來仍可將相關資訊通知該公司，故已將張副總之email列入emarketer之往來名單。","劉智瑋"
2017-08-10,"會本部. EBS","1. 106.05.18 前來本處參加: 新南向ing 系列商機研討會-[印度、越南、新加坡、斯里蘭卡、不丹及尼泊爾市場商機]。2.陳小姐表示對該研討會非常滿意。同時也增加對市場的瞭解。3. 後續希望本處能繼續提供各國市場商機說明會給陳小姐參考。","賴軒如"
2017-08-10,"會本部. EBS","1. 106.05.18前來本處參加 ： 新南向ing系列商機研討會 ─ 「印度、越南、新加坡、斯里蘭卡、不丹及尼泊爾市場商機」。2. 後續希望本處能繼續提供全球佈局(海外投資設點)、各國市場商機說明會及培訓課程給黃總監參考。","賴軒如"
