group,string,score,dataId,idG
group2619,5th TOKYO MEN'S FASHION EXPO -MEN'S TOKYO- [OCTOBER] http://www.mfs-expo.jp/autumn/,0.868417709,4853,1
group2620,OEM/SOURCING EXPO [APRIL] http://www.oem-expo.jp/spring/,0.7468382783,960,0
group2620,3rd OEM/SOURCING EXPO [AUTUMN] http://www.oem-expo.jp/autumn/,1,2621,0
group2620,3rd FASHION SOURCING EXPO [APRIL] http://www.oem-expo.jp/spring/,0.6544901257,4062,1
group2620,4th FASHION SOURCING EXPO [OCTOBER] http://www.oem-expo.jp/autumn/,0.709659364,4854,1
group2621,TEXTILE TOKYO -Textile & Material Expo Tokyo  [APRIL] http://www.textile-expo.jp/spring/,0.8131865414,959,0
group2621,3rd TEXTILE TOKYO -Textile & Material Expo Tokyo  [AUTUMN] http://www.textile-expo.jp/autumn/,1,2622,0
group2621,3rd TEXTILE TOKYO [APRIL] http://www.textile-expo.jp/spring/,0.7344280929,4061,1
group2621,4th TEXTILE TOKYO [OCTOBER] http://www.textile-expo.jp/autumn/,0.7785164341,4855,1
group2622,30th International Optical Fair Tokyo -IOFT 2017- http://www.ioft.jp/,1,2623,0
group2622,31st International Optical Fair Tokyo -IOFT 2018- http://www.ioft.jp/,0.8668590054,4848,1
group2623,1st Japan's Food Trade Fair http://www.jpfood.jp/,1,2624,0
group2624,salonnautico 2017 http://www.salonnautico.com,1,2625,0
group2625,Bursa Agriculture Fair 2017 http://www.burtarim.com/,1,2626,0
group2626,"5th International Precision Engineering, Machine Tools and Metalworking Exhibition & Conference(MTA Hanoi 2017) http://mtahanoi.com/",1,2627,0
group2626,"MTA 2018 - International Precision Engineering, Machine Tool and Metalworking Exhibition & Conference http://www.mta-asia.com",0.67396656,4409,1
group2626,"MTA Hanoi 2018 - 6th International Precision Engineering, Machine Tools and Metalworking Exhibition & Conference http://mtahanoi.com/",0.9293911544,4833,1
group2627,Taiwan Hardware Show 2017(THS) http://www.hardwareshow.com.tw/home/Main_eng.asp,1,2628,0
group2628,Regenerative Medicine Japan 2017(RM) http://saiseiexpo.jp/,1,2629,0
group2628,Regenerative Medicine Japan 2018(RM) http://saiseiexpo.jp/,0.9814532854,4803,1
group2629,32nd Trade Expo Indonesia 2017 (TEI 2017) http://www.tradexpoindonesia.com/,0.8376071779,2611,0
group2629,32nd Trade Expo Indonesia 2017 http://www.tradexpoindonesia.com/,1,2630,0
group2630,Leipzig Book Fair http://www.leipziger-buchmesse.de/,0.5898094059,785,0
group2630,FRANKFURTER BUCHMESSE - Frankfurt Book Fair 2017 http://www.buchmesse.de,1,2631,0
group2630,Leipzig Book Fair http://www.leipziger-buchmesse.de/,0.5898094059,3911,1
group2631,Medic West Africa 2017 http://www.medicwestafrica.com/,1,2632,0
group2632,All-Energy Exhibition and Conference 2017(All-Energy 2017) http://www.all-energy.co.uk/,0.8271727747,1245,0
group2632,All-Energy Australia 2017 http://www.all-energy.com.au/,1,2633,0
group2632,All-Energy 2018 - All-Energy Exhibition and Conference 2018 http://www.all-energy.co.uk/,0.8075832834,4298,1
group2633,Music China http://www.musikmesse-china.com/,1,2634,0
group2634,Prolight + Sound Guangzhou 2017 http://prolight-sound-guangzhou.hk.messefrankfurt.com/,0.8294355011,403,0
group2634,Prolight + Sound http://pls.messefrankfurt.com,0.6970815677,918,0
group2634,Prolight + Sound NAMM Russia http://prolight-sound-namm-russia.ru.messefrankfurt.com,0.6416719679,2246,0
group2634,Prolight + Sound Shanghai 2017 http://prolight-sound-shanghai.hk.messefrankfurt.com/,1,2635,0
group2634,Prolight + Sound http://pls.messefrankfurt.com,0.6970815677,4117,1
group2634,Prolight + Sound Guangzhou 2018 http://prolight-sound-guangzhou.hk.messefrankfurt.com/,0.8214901091,4360,1
group2635,Security & Safety Trade Expo 2017(RISCON TOKYO) http://www.kikikanri.biz/,1,2636,0
group2635,Security & Safety Trade Expo 2018(RISCON TOKYO) http://www.kikikanri.biz/,0.9829771218,4807,1
group2636,TAITRONICS - Taipei International Electronics Show 2017 https://www.taitronics.tw/,1,2637,0
group2637,"KOMPOZYT-EXPO - 8th International Trade Fair for Composite Materials, Technologies and Products http://kompozyty.krakow.pl/gb/",1,2638,0
group2638,The 13th Export Furniture Exhibition Malaysia (EFE) 2017(EFE 2017) http://www.efe.my,0.5807808725,615,0
group2638,EFE 2017 - 2nd Trade Fair for Energy Efficiency in Industry http://www.efe.krakow.pl/gb/,1,2639,0
group2638,EFE 2018 - 14th Export Furniture Exhibition Malaysia (EFE) 2018 http://www.efe.my,0.5695189411,3827,1
group2639,"International Furniture, Interior Decoration and Supporting Industry Fair(Ambienta) http://www.zv.hr/fairs-2863/ambienta-2920/2920",1,2640,0
group2640,4INSULATION - International Trade Fair of Industrial Insulation http://4insulation.eu/gb/,1,2641,0
group2641,International Greentech & Eco Products Exhibition & Conference Malaysia(IGEM 2017) http://www.igem.my/,1,2642,0
group2642,7th International Hardware&Tools Expo Tokyo(TOOL JAPAN) http://www.tooljapan.jp/,1,2643,0
group2642,8th International Hardware&Tools Expo Tokyo(TOOL JAPAN) http://www.tooljapan.jp/,0.902826397,4809,1
group2643,1st Next Generation Agriculture Expo OSAKA http://www.agri-next.jp/kansai/,0.7747655359,949,0
group2643,4th Next Generation Agriculture Expo Tokyo http://www.agri-next.jp/tokyo/,1,2644,0
group2643,2nd Next Generation Agriculture Expo OSAKA http://www.agri-next.jp/kansai/,0.7734521011,4321,1
group2643,5th Next Generation Agriculture Expo Tokyo http://www.agri-next.jp/tokyo/,0.9276101306,4810,1
group2644,AGRI WORLD OSAKA 2017 http://www.nogyoworld.jp/kansai/,0.8527406849,950,0
group2644,AGRI WORLD 2017 http://www.nogyoworld.jp/,1,2645,0
group2644,AGRI WORLD OSAKA 2018 http://www.nogyoworld.jp/kansai/,0.8233095233,4322,1
group2644,AGRI WORLD 2017 http://www.nogyoworld.jp/tokyo/,0.938148154,4811,1
group2645,1st International Agricultural Material & Technology Expo OSAKA(AGRITECH OSAKA ) http://www.agritechjapan.jp/kansai/,0.6365636788,951,0
group2645,AGRITECH JAPAN - 7th International Agricultural Material & Technology Expo Tokyo http://www.agritechjapan.jp/tokyo/,1,2646,0
group2645,AGRITECH JAPAN - 8th International Agricultural Material & Technology Expo Tokyo http://www.agritechjapan.jp/tokyo/,0.9213439457,4813,1
group2646,1st Farmers' Processing & Sales Support Expo OSAKA http://www.agri-processing.jp/kansai/,0.7870905761,952,0
group2646,2nd Farmers' Processing & Sales Support Expo Tokyo http://www.agri-processing.jp/tokyo/,1,2647,0
group2646,2nd Farmers' Processing & Sales Support Expo OSAKA http://www.agri-processing.jp/kansai/,0.852029426,4324,1
group2646,3rd Farmers' Processing & Sales Support Expo Tokyo http://www.agri-processing.jp/tokyo/,0.9321227737,4815,1
group2647,IREE 2017 - 12th International Railway Equipment Exhibition http://www.ireeindia.com/,1,2648,0
group2648,BioJapan 2017(BJ2017) http://www.ics-expo.jp/biojapan/,1,2649,0
group2648,BioJapan 2018(BJ2018) http://www.ics-expo.jp/biojapan/,0.8169818881,4802,1
group2649,11th International Garden Expo Tokyo(GARDEX) http://www.gardex.jp,1,2650,0
group2649,12th International Garden Expo Tokyo(GARDEX) http://www.gardex.jp,0.9185900327,4814,1
group2650,14th International Flower & Plants Expo Tokyo(IFEX) http://www.ifex.jp/,1,2651,0
group2650,15th International Flower & Plants Expo Tokyo(IFEX) http://www.ifex.jp/,0.9062162781,4812,1
group2651,Small and Medium Enterprise techno fair in Kyushu 2017 http://www.kyushu-tf.com/,1,2652,0
group2651,Small and Medium Enterprise techno fair in Kyushu 2018 http://www.kyushu-tf.com/,0.9908583106,4817,1
group2652,International Trade Fair for Technology and Environmental Protection Equipment(ROMENVIROTEC 2017) http://www.romenvirotec.ro,1,786,0
group2652,ROMENVIROTEC 2017 - International Trade Fair for Technology and Environmental Protection Equipment http://www.romenvirotec.ro,1,2653,0
group2653,POWTEX OSAKA 2017 The 12th Powder Technology Exhibition Osaka http://www.powtex.com/,1,2654,0
group2653,POWTEX TOKYO 2018 http://www.powtex.com/tokyo/,0.6543333062,4926,1
group2654,FABEX 2017 (20th)(FABEX) http://www.fabex.jp/,0.575509143,1010,0
group2654,The World Food And Beverage Great EXpo 2017 in KANSAI(FABEX KANSAI) http://kansai.fabex.jp/,1,2655,0
group2654,Dessert Sweets & Bakery Festival 2017 in KANSAI http://kansai.fabex.jp/,0.5941867417,2656,0
group2654,The World Food And Beverage Great EXpo 2018 in KANSAI(FABEX KANSAI) http://kansai.fabex.jp/,0.9923319145,4857,1
group2654,Dessert Sweets & Bakery Festival 2018 in KANSAI http://kansai.fabex.jp/,0.5847194028,4858,1
group2655,Dessert Sweets & Bakery Festival 2017 http://www.fabex.jp/,0.8204932998,1013,0
group2655,The World Food And Beverage Great EXpo 2017 in KANSAI(FABEX KANSAI) http://kansai.fabex.jp/,0.5941867417,2655,0
group2655,Dessert Sweets & Bakery Festival 2017 in KANSAI http://kansai.fabex.jp/,1,2656,0
group2655,The World Food And Beverage Great EXpo 2018 in KANSAI(FABEX KANSAI) http://kansai.fabex.jp/,0.5856593606,4857,1
group2655,Dessert Sweets & Bakery Festival 2018 in KANSAI http://kansai.fabex.jp/,0.9866997541,4858,1
group2656,Special Equipment Exhibition & Conference for Anti-Terrorism '17(SEECAT) http://www.seecat.biz/,1,2657,0
group2656,Special Equipment Exhibition & Conference for Anti-Terrorism '18(SEECAT) http://www.seecat.biz/,0.9329490939,4806,1
group2657,METALEX Vietnam 2017(MXV 2017) http://www.metalexvietnam.com,1,2658,0
group2657,METALEX Vietnam 2018 http://www.metalexvietnam.com,0.7895056156,4822,1
group2658,Architecture Exhibition NAGOYA 2017 (47th) http://www.chukei-news.co.jp/kenchiku/,1,2659,0
group2658,Architecture Exhibition NAGOYA 2018 (48th) http://www.chukei-news.co.jp/kenchiku/,0.8302589998,4819,1
group2659,INWETEX-CIS TRAVEL MARKET http://travelexhibition.ru/,1,2660,0
group2660,AAPMR2017 - American Academy of Physical Medicine and Rehabilitation Annual Assembly http://www.aapmr.org/,1,2661,0
group2661,CILF 2017 - China (Shenzhen) International Logistics and Transportation Fair http://www.scmfair.com/en/,1,2662,0
group2662,WaterEx - China International Water Treatment Show Water & Membrane China http://www.waterex.com.cn/,1,2663,0
group2663,CXIVFF - China Xiamen International Vegetarian Food Fair http://www.vffair.com/,1,2664,0
group2664,Viscom Italia 2017 - 29th International Trade Fair and Conference on Visual Communication http://www.viscomitalia.it/,1,2665,0
group2664,International trade fair for visual communication(viscom duesseldorf 2017) http://viscom-messe.com,0.5684958592,2726,0
group2665,SIA GUEST 2017 -  International Hospitality Exhibition http://www.siarimini.com/,1,2666,0
group2666,SUN 2017 http://www.sungiosun.it/,1,2667,0
group2667,TTG Incontri 2017 http://en.ttgincontri.it/,1,2668,0
group2668,"Istanbul Jewelry Show October - Istanbul International Jewelry, Watch & Equipment Fair http://october.istanbuljewelryshow.com/en/Page/12/home.aspx",1,2669,0
group2669,China Xiamen International Buddhist Items & Crafts Fair 2017 (Spring Edition)(Xiamen Buddha Fair 2017) http://www.buddhafair.com,0.8018707659,1079,0
group2669,The 12th China Xiamen International Buddhist Items & Crafts Fair (Autumn Edition)(The 12th Xiamen Buddha Fair) http://autumn.buddhafair.com/jp/,1,2670,0
group2669,China Xiamen International Buddhist Items & Crafts Fair 2018 (Spring Edition)(Xiamen Buddha Fair 2018) http://www.buddhafair.com,0.7951080395,4363,1
group2670,PaintExpo Eurasia 2017 http://www.paintexpo.com.tr,1,2671,0
group2670,Trade Fair for Industrial Coating Technology(PaintExpo 2018) http://www.paintexpo.de,0.6981647269,4178,1
group2671,"4th Myanmar International Exhibition On Cosmetics, Beauty, Hair & Spa (Cosmobeaute Myanmar 2017) http://www.cosmobeauteasia.com",0.6739304998,1554,0
group2671,"13th Malaysia International Exhibition on Beauty, Cosmetics, Hair, Nails & Spa Business(Cosmobeaute Asia 2017) http://www.cosmobeauteasia.com",0.6418777438,1818,0
group2671,"12th Indonesia International Exhibition On Cosmetics, Beauty, Hair & Spa(Cosmobeaute Indonesia 2017 ) http://cosmobeauteasia.com/",1,2672,0
group2672,China(Shenzhen) International Internet and E-commerce Expo 2017(CIE 2017) http://www.ciefair.com/en/,1,2673,0
group2673,IHGF Delhi Fair Spring 2017 http://www.ihgfspringfair.epch.in,0.6860818094,357,0
group2673,IHGF Delhi Fair Autumn 2017 http://ihgfdelhifair.epch.in/,1,2674,0
group2673,IHGF Delhi Fair Spring 2018 http://www.ihgfspringfair.epch.in,0.6713364141,3664,1
group2674,Mining Indonesia 2017 - 18th International Mining and Minerals Recovery Exhibition http://mining-indonesia.com/,0.5494505748,2214,0
group2674,5th International Mining and Minerals Recovery Exhibition(CPMM 2017) http://www.miningmyanmar.com,1,2675,0
group2674,Mining Vietnam 2018 - 4th Mining and Minerals Recovery Exhibition http://miningvietnam.com/,0.5520600297,4206,1
group2674,6th International Mining and Minerals Recovery Exhibition(CPMM 2018) http://www.miningmyanmar.com,0.9035292379,4821,1
group2675,Franchising & Licensing Asia 2017(FLAsia 2017) http://www.franchiselicenseasia.com,1,2676,0
group2676,BI 2017 - Broadcast India Show Mumbai http://broadcastindiashow.com/,1,2677,0
group2677,Innovation Drift http://innovationdrift.com/,1,2678,0
group2678,Mumbaiwood http://www.mumbai-wood.com,1,2679,0
group2679,electronicAsia 2017 http://www.hktdc.com/fair/electronicasia-en/,1,2680,0
group2679,electronicAsia 2018 http://www.electronicasia.com,0.897361028,4825,1
group2680,"Addisbuild - International Construction, Construction Materials and Technologies Exhibition http:/www.addisbuild.com/",1,2681,0
group2681,Food-Beverages-Hospitality East Africa 2017 http://www.mxmexhibitions.com/foodbev_kenya/index.html,1,2682,0
group2682,SEMEDIC 2017 - Senior Medical Industry Fair http://www.semedic.kr/,1,2683,0
group2683,CGC EXPO 2017 - 10th China (Weihai) Fishing Gear Manufacturing Center Expo http://www.cgcexpo.com/,1,2684,0
group2684,High Point Market http://www.highpointmarket.org,1,1103,0
group2684,High Point Market http://www.highpointmarket.org,1,2685,0
group2684,High Point Market http://www.highpointmarket.org,1,4157,1
group2684,High Point Market http://www.highpointmarket.org,1,4824,1
group2685,INTERMOB 2017 http://www.intermobistanbul.com/,1,2686,0
group2686,"Wood Processing Machinery 2017 - 30th Wood Processing Machines, Cutting Tools, Hand Tools Fair http://www.woodmachineryistanbul.com/",1,2687,0
group2686,"Myanmarwood - Myanmar International Wood Processing Machines, Cutting Tools & Hand Tools Fair http://www.myanmar-expo.com/MyanmarWood/",0.5953285495,4949,1
group2687,Cosmetista Expo http://www.cosmetistaexpo.com/en/index.php,1,2688,0
group2688,RESTONOUVO http://www.restonouvo.com,1,2689,0
group2689,"AYSAF - 58th International Exhibition for Footwear Materials, Components, Leather and Technologies http://cnraysaf.com/",1,2690,0
group2690,Beautyworld Japan Fukuoka(Beautyworld Japan ) http://www.beautyworldjapan.com/,0.7777295869,239,0
group2690,Beautyworld Japan(Beautyworld Japan) http://www.beautyworldjapan.com/,0.8432221569,1290,0
group2690,Beautyworld Japan West http://www.beautyworldjapan.com/,1,2691,0
group2690,Beautyworld Japan Fukuoka http://www.beautyworldjapan.com/,0.7382434561,3496,1
group2690,Beautyworld Japan(Beautyworld Japan) http://beautyworld-japan.jp.messefrankfurt.com/,0.6279210351,4369,1
group2690,Beautyworld Japan West http://www.beautyworldjapan.com/,1,4826,1
group2691,MIPCOM http://www.mipcom.com,1,2692,0
group2691,MIPCOM http://www.mipcom.com,1,4827,1
group2692,Bahrain International Defence Exhibition & Conference(BIDEC 2017) http://www.bahraindefence.com/jetro,1,2693,0
group2693,Kuwait Oil & Gas Show and Conference 2017(KOGS 2017) http://kogs2017.com/,1,2694,0
group2694,68th Annual AHCA/NCAL Convention & Expo http://www.ahcancal.org/events/ahca_convention/Pages/default.aspx,1,2695,0
group2695,Powder & Bulk Solids http://admtoronto.com/,0.5722144075,1314,0
group2695,IPB 2017 - International Powder & Bulk Solids Processing Conference & Exhibition http://www.ipbexpo.com/,1,2696,0
group2695,International Powder & Bulk Solids Conference & Exhibition 2016 http://event.powderbulksolids.com/,0.5409209344,4244,1
group2696,2017 ISPA CONFERENCE & EXPO http://attendispa.com/,1,2697,0
group2697,FHO - Food and Hospitality Oman http://www.foodandhospitalityoman.com/,1,2698,0
group2698,FENATRAN 2017 http://www.fenatran.com.br,1,2699,0
group2699,TITAS 2017 - Taipei Innovative Textile Application Show http://www.titas.tw/,1,2700,0
group2700,Watex 2017 - 13th Iran International Water and Wastewater Exhibition http://watex.ir/English/default.aspx,1,2701,0
group2701,MOVIMAT - International Integrated Logistics http://www.expomovimat.com.br/,1,2702,0
group2702,C&R EXPO CHINA 2017 - Care & Rehabilitation Expo China(C&R EXPO CHINA) http://www.crexpo.com.cn/,1,2703,0
group2703,Advanced Manufacturing Meetings Baja California(AM Meetings Baja California) http://www.ammeetings.com/mexico/,1,2704,0
group2704,Interpolitex 2017 http://www.interpolitex.ru/,1,2705,0
group2705,Asean Transport & Logistics Show 2017(ATLS 2017) http://www.atlsexpo.com,0.5156350284,2083,0
group2705,Indonesia Transport Supply Chain & Logistics(ITSCL) http://www.transport-supplychain-logistics.co.id/,0.6284505807,2589,0
group2705,Transport & Logistics Antwerp 2017 http://www.easyfairs.com/transport-logistics-2017/transport-logistics-2017/,1,2706,0
group2706,Equip Auto 2017 http://en.equipauto.com/,1,2707,0
group2707,Prolight + Sound Middle East http://www.palme-middleeast.com/,1,2708,0
group2708,International Vision Expo & Conference NEW YORK(Vision Expo ) http://www.visionexpoeast.com/,0.6410671221,877,0
group2708,Vision-X 2017 http://www.vision-x.ae,1,2709,0
group2708,International Vision Expo & Conference NEW YORK(Vision Expo ) http://www.visionexpoeast.com/,0.6410671221,3925,1
group2709,International trade fair for plastics processing(Fakuma) http://www.fakuma-messe.de,1,2710,0
group2710,Aerospace Meetings Casablanca http://casablanca.bciaerospace.com/en/,1,2711,0
group2711,"A+A 2017 - Safety, Security and Health at Work International Trade Fair with Congress http://www.aplusa-online.com/",1,2712,0
group2712,interlift 2017 http://www.interlift.de/,1,2713,0
group2713,Thailand BIG+BIH April 2017 - Bangkok International Gift Fair 2017 and Bangkok International Houseware Fair 2017 http://www.bigandbih.com,0.9253131931,1072,0
group2713,Bangkok E&E 2017 - Bangkok Electric and Electronics 2017 http://www.bangkok-electricfair.com/,0.5521833573,2121,0
group2713,BIG+BIH 2017 - Bangkok International Gift Fair and Bangkok International Houseware Fair http://www.bigandbih.com,1,2714,0
group2714,X International Exhibition LABComplEX. Analytics. Laboratory. Biotechnologies. HI-TECH (Labcomplex) http://labcomplex.com/?page_id=1761&lang=en,1,2715,0
group2715,Light Middle East 2017(LME 2017) http://www.lightme.net/,1,2716,0
group2716,VIII International Exhibition of Equipment and Technologies for the Pharmaceutical Industry (PHARMATechExpo) http://www.pharmatechexpo.com.ua/,1,2717,0
group2717,TIFF 2017 - THAILAND INTERNATIONAL FURNITURE FAIR 2017 http://www.thailandfurniturefair.com,0.9924446743,607,0
group2717,TIFF 2017 - Thailand International Furniture Fair http://www.thailandfurniturefair.com,1,2718,0
group2718,ad:tech kyoto http://adtech-kansai.com/,0.6509660941,1823,0
group2718,ad:tech tokyo 2017 http://www.adtech-tokyo.com/,1,2719,0
group2718,ad:tech New York http://ad-tech.com/ny,0.5367638888,2880,0
group2718,ad:tech tokyo 2018 http://www.adtech-tokyo.com/,0.9782618771,4796,1
group2719,Cleanzone http://cleanzone.messefrankfurt.com/,1,2720,0
group2720,BEZPEKA - Intenatinal Tarde Show of Security Industry http://www.bezpeka.ua/,1,2721,0
group2721,POL-ECO-SYSTEM 2017 - International Trade Fair of Environmental Protection http://www.polecosystem.pl/,1,2722,0
group2722,"WASMA - 14th International exhibition of equipment and technologies for  waste management, recycling and water treatment http://www.wasma.ru/en-GB",1,2723,0
group2723,GasSUF - 15th International exhibition of NGV vehicles and refueling equipment http://www.gassuf.ru/,1,2724,0
group2724,RADIEX2017 (Environmental Radioactivity Measures & Radioactive  waste Disposal International Exhibition) http://www.radiex.jp/,1,2725,0
group2724,RADIEX2018 (Environmental Radioactivity Measures & Radioactive  waste Disposal International Exhibition) http://www.radiex.jp/,0.8556392112,4804,1
group2725,Viscom Paris 2017 http://www.viscom-paris.com/,0.605954192,2436,0
group2725,Viscom Italia 2017 - 29th International Trade Fair and Conference on Visual Communication http://www.viscomitalia.it/,0.5684958592,2665,0
group2725,International trade fair for visual communication(viscom duesseldorf 2017) http://viscom-messe.com,1,2726,0
group2726,3rd [Hospital + Innovation] Expo Japan http://www.hospital-expo.jp/,0.7329917395,318,0
group2726,30th Indonesian International Hospital Expo(Hospital Expo 2017) http://www.hospital-expo.com/,1,2727,0
group2726,4th [Hospital + Innovation] Expo Japan http://www.hospital-expo.jp/,0.7337829281,3641,1
group2727,EMS WORLD EXPO 2017 http://emsworldexpo.com/,1,2728,0
group2728,China Kids Expo - China International Baby Articles Fair 2017 http://china-kids-expo.com/,1,2729,0
group2728,1st Baby & Kids Expo [January]- Int'l Baby & Kids Products Expo Tokyo http://www.bk-w.jp/spring/,0.5414170512,3406,1
group2728,10th Baby & Kids Expo [July]- Int'l Baby & Kids Products Expo Tokyo http://www.bk-w.jp/summer/,0.5315605005,4600,1
group2729,NACS Show http://www.nacsonline.com/NACSShow/Pages/default.aspx,1,2730,0
group2730,Construction Technology Fair in Chubu http://www.kgf-chubu.com/,1,2731,0
group2730,Construction Technology Fair in Chubu http://www.kgf-chubu.com/,1,4842,1
group2731,Global Sources Electronics http://www.globalsources.com/TRADESHOW/HONGKONG-ELECTRONICS.HTM?source=GSE_freelisting_HK010&WT.mc_id=8009542,0.5474683083,987,0
group2731,Global Sources Gifts & Home http://www.globalsources.com/TRADESHOW/HONGKONG-GIFTS-HOME-PRODUCTS.HTM?source=GSE_freelisting_HK012&WT.mc_id=8009544,0.8243865047,1034,0
group2731,Global Sources Fashion http://www.globalsources.com/TRADESHOW/HONGKONG-FASHION.HTM?source,0.5333410256,1171,0
group2731,Global Sources Consumer Electronics http://www.globalsources.com/TRADESHOW/HONGKONG-ELECTRONICS.HTM?source=GSE_GSE_freelisting_HK035&WT.mc_id=8010010,0.5257606212,2619,0
group2731,Global Sources Gifts & Home http://www.globalsources.com/TRADESHOW/HONGKONG-GIFTS-HOME-PRODUCTS.HTM?source=GSE_GSE_freelisting_HK037&WT.mc_id=8010012,1,2732,0
group2731,Global Sources Fashion http://www.globalsources.com/TRADESHOW/HONGKONG-FASHION.HTM?source=GSE_GSE_freelisting_HK038&WT.mc_id=8010013,0.5586115858,2847,0
group2732,Global Sources Electronics http://www.globalsources.com/TRADESHOW/HONGKONG-ELECTRONICS.HTM?source=GSE_freelisting_HK010&WT.mc_id=8009542,0.7092790676,987,0
group2732,Global Sources Mobile Electronics http://www.globalsources.com/TRADESHOW/HONGKONG-MOBILE-ELECTRONICS.HTM?source=GSE_freelisting_HK011&WT.mc_id=8009543,0.8307914492,1033,0
group2732,Global Sources Fashion http://www.globalsources.com/TRADESHOW/HONGKONG-FASHION.HTM?source,0.5235247297,1171,0
group2732,Global Sources Consumer Electronics http://www.globalsources.com/TRADESHOW/HONGKONG-ELECTRONICS.HTM?source=GSE_GSE_freelisting_HK035&WT.mc_id=8010010,0.6811554159,2619,0
group2732,Global Sources Mobile Electronics http://www.globalsources.com/TRADESHOW/HONGKONG-MOBILE-ELECTRONICS.HTM?source=GSE_GSE_freelisting_HK036&WT.mc_id=8010011,1,2733,0
group2732,Global Sources Fashion http://www.globalsources.com/TRADESHOW/HONGKONG-FASHION.HTM?source=GSE_GSE_freelisting_HK038&WT.mc_id=8010013,0.5483301779,2847,0
group2733,Marble Show Antalya http://www.marbleshow.com/,1,2734,0
group2734,GIE+EXPO 2017: THE GREEN INDUSTRY AND EQUIPMENT EXPO(GIE+EXPO 2017) http://www.gie-expo.com/,1,2735,0
group2734,GIE+EXPO 2018: THE GREEN INDUSTRY AND EQUIPMENT EXPO(GIE+EXPO 2018) http://gie-expo.com/gieexpo/,0.9347368556,4838,1
group2735,MECHATRONICS TECHNOLOGY JAPAN 2017(MECT2017) http://mect-japan.com/,1,2736,0
group2736,Aqua Therm Moscow http://www.aquatherm-moscow.ru/,0.517911764,244,0
group2736,AquaTherm Kyiv 2017 http://aqua-therm.kiev.ua/,0.5648670269,1443,0
group2736,AQUA-THERM BAKU 2017 http://www.aquatherm.az,1,2737,0
group2736,Aqua Therm Moscow http://www.aquatherm-moscow.ru/,0.517911764,3511,1
group2737,MaMA http://www.mamafestival.com/fr/,1,2738,0
group2738,WorldBuild Baku 2017 - 23rd Azerbaijan International Construction Exhibition http://www.bakubuild.az/,1,2739,0
group2739,"Securica Caspian 2017 - 10th Anniversary Caspian International Protection, Security and Rescue Exhibition http://www.cips.az/",1,2740,0
group2740,Myanmar Pharmaceutical Exhibition - MHC Myanmar (Myanmar Pharma Expo by MiTA) http://pharmaceuticals-exhibition.mitamyanmar.com/,0.5787172594,441,0
group2740,"MYANMAR COSMETICS EXPO, MYANMAR BEAUTY EXHIBITION IN YANGON(Myanmar Beauty Cosmetics Expo by MiTA) http://myanmar-cosmetics-beauty-expo.brand-myanmar.com/",0.5408984588,448,0
group2740,Myanmar Medical Laboratoy Expo and Pharma Exhibition(Myanmar Lab Expo by MiTA) http://myanmar-medical-lab-expo.brand-myanmar.com/,0.7075319198,449,0
group2740,Myanmar Construction Equipment and Building Materials Exhibitions and Conference(Myanmar Construction Expo by MiTA) http://myanmar-construction-equipment-building-materials-expo.mitamyanmar.com/,0.5149963131,458,0
group2740,1st International exhibition on Textile & Garment industry for Myanmar(Myanmar Gar-Tex Expo 2017) http://www.gartex-myanmar.com/,0.529744342,845,0
group2740,Myanmar International Machine Tool and Automation Exbition(MYANMAR MACHTOOL) http://www.myanmar-expo.com/MachineTool/,0.5311498367,1271,0
group2740,MYANMAR LAB EXPO 2017(Lab Myanmar 2017) http://pharmed-myanmar.com/,0.6071071054,1751,0
group2740,Electric Myanmar 2017 http://www.myanmar-electric.com,0.5259924371,1897,0
group2740,Auto Expo Myanmar 2017 - Myanmar International Auto Parts & Accessories Exhibition http://www.auto-myanmar.com,0.5165334545,2493,0
group2740,MEDICAL MYANMAR 2017 - PHARMA MYANMAR 2017 And HOSPITAL CONSTRUCTION MYANMAR 2017 http://www.medical-myanmar.com,1,2741,0
group2740,MYANMAR GAR-TEX EXPO 2018 - The 2nd International Exhibition on Textile & Garment industry for Myanmar http://www.gartex-myanmar.com,0.5063929918,4032,1
group2740,FUNCTIONAL FOOD EXPO MYANMAR 2018 http://www.functionalfood-myanmar.com,0.535267735,4033,1
group2740,"Myanmar Medical-Pharma, Healthcare & Cosmetics(MHC MYANMAR) http://myanmar-medical-expo.mitamyanmar.com/",0.7577225845,4349,1
group2740,Myanmar Pharmaceutical Exhibition - MHC Myanmar (Myanmar Pharma Expo ) http://pharmaceuticals-exhibition.mitamyanmar.com/,0.6235566833,4351,1
group2740,"Myanmar International Building Material, Hardware & Tool Exhibition(MYANMAR BUILD ) http://www.myanmar-expo.com/buildhardware/",0.5488353173,4946,1
group2741,Airport Infrastructures & MRO Aviation Meetings(AIMA Africa) http://www.bciaerospace.com/aima/,1,2742,0
group2742,HOREX 2017 -  Hotel & Restaurant Fair http://www.horex.co.kr,1,2743,0
group2743,LCA CHINA - 4th Shanghai International Optical Lens Expo http://www.lcachina.com/en/index.asp,1,2744,0
group2744,BYGG REIS DEG 17 http://www.byggreisdeg.no,1,2745,0
group2745,KOAASHOW - Korea Automotive Industry Exhibition http://www.koaashow.com/,1,2746,0
group2746,Taiwan International Green Industry Show (TIGIS) http://www.greentaiwan.tw/,1,2747,0
