dataId,query,matchResult,showId,Score,ScoreStd,hit1,hitw1,contain_hit1,hit2,hitw2,contain_hit2
11,Spoga horse (Fruhjahr/Autumn) - International Trade Fair for Equestrian Sports,International Trade Fair for Equestrian Sports(spoga horse )-http://www.spogahorse.com/,2986,2.09652786644,0.262065983305,spoga,8.40579956838,True,horse,8.40579956838,True
12,spoga horse (Fruhjahr/spring) - International Trade Fair for Equestrian Sports,International Trade Fair for Equestrian Sports(spoga horse )-http://www.spogahorse.com/spoga-horse-spring/index.php,2342,2.18231056204,0.272788820255,spoga,8.40579956838,True,horse,8.40579956838,True
13,"A + A - Safety, Security and Health at Work. International Trade Fair with Congress and Special Events(A+A)","Safety, Security and Health at Work International Trade Fair with Congress(A+A 2015)-http://www.AplusA-online.de",1878,1.9853354148,0.19853354148,special,7.71265238782,False,work,6.53399739148,True
14,ALUMINIUM - World Trade Fair & Conference,ALUMINIUM 2012 - 9th World Trade Fair & Conference(ALUMINIUM 2012)-http://www.aluminium-messe.com,3834,1.6326999117,0.326539982339,aluminium,7.71265238782,True,world,4.54506985734,True
15,BEAUTY DUSSELDORF,BEAUTY INTERNATIONAL (Beauty International )-http://www.beauty.de,801,0.73730117569,0.73730117569,beauty,5.43538510281,True,beauty,5.43538510281,True
16,Boot-Dusseldorf - International Boat Show,43rd International Boat Show Duesseldorf (boot 2012)-http://www.boot.de/,122,1.20457900314,0.301144750785,boot,9.09894674894,True,boat,6.0785218628,True
17,CARAVAN SALON DUSSELDORF - The No. 1 Show for motor homes and caravans,8th trade Fair for Motor Homes and Caravans(FOR CARAVAN)-http://forcaravan.cz/en/,5582,1.21271250939,0.242542501877,caravan,8.18265601707,True,motor,6.3263580267,True
18,COMPAMED - High tech solutions for medical technology - Internation Trade Fair,"International Trade Fair Components, Parts and Raw Materials for Medical Manufacturing (ComPaMED)-http://www.compamed.de",2174,1.13324114855,0.125915683172,internation,9.09894674894,True,compamed,9.09894674894,True
19,DRUPA Dusseldorf,"drupa - World Market Print Media, Publishing & Converting Exhibition(drupa 2012 - print media messe )-http://drupa.messe-dus.co.jp",2669,0.411642853653,0.411642853653,drupa,9.09894674894,True,drupa,9.09894674894,True
20,ECOC Germany - The European Conference and Exhibiton on Optical Communication,ECOC (Amsterdam ) - European Conference and Exhibition on Optical Communication- http://www.ecocexhibition.com/,6579,1.6799700719,0.279995011983,ecoc,9.09894674894,True,exhibiton,8.00033446028,False
21,EuroMold ,"World Fair for Moldmaking and Tooling, Design and Application Development (EuroMold 2012)-http://www.euromold.com",3532,0.476081653444,0.476081653444,euromold,9.09894674894,True,euromold,9.09894674894,True
22,EuroShop (EuroCIS),International Trade Fair for IT and Security in Retail(EuroCIS           )-http://www.eurocis.com/,2006,0.669453245165,0.334726622583,eurocis,9.09894674894,True,euroshop,9.09894674894,False
23,"Glasstec - International Trade Fair For Glass Production, Processing, Products","glasstec - International trade fair for glass production, processing, products(glasstec 2014)-http://www.glasstec-online.com/",2120,2.31891879273,0.289864849091,glasstec,8.69348164084,True,glass,7.01950520726,True
24,K Trade Fair,6th Trade Fair FOR TRAVEL (FOR TRAVEL)-http://for-travel.cz/en/,5606,0.547454205088,0.273727102544,trade,3.43079145193,True,fair,2.61050198489,True
25,China (Shenyang) International Tea and Tea Ceremony Exhibition(),The 3rd China Xiamen International Tea Fair (Tea Fair )-http://www.teafair.com.cn/,3476,0.794972294079,0.158994458816,shenyang,8.00033446028,False,tea,7.48950883651,True
26,China International Oral Equipment Exhibition,China (Shanghai) International Medical Equipment Exhibition-http://en.yaok.cn/,2887,0.834673134021,0.166934626804,oral,9.09894674894,False,equipment,4.08831145485,True
27,AUTOMATION International Industrial Control and Automation Show for South China,16th South China International Exhibition of Industrial Automation-http://www.iaexpo.org,4788,1.39882812591,0.199832589415,control,6.57321810464,False,south,5.76674223877,True
28,"China (Shenzhen) International Gifts, Handicrafts, Watches & Houseware Fair (Autumn)// ()","The 21st China (Shenzhen) International Gifts, Handicrafts, Watches & Houseware Fair(GIFTS & HOME CHINA SPRING)-http://www.chinagiftsfair.com",2566,2.01841678032,0.224268531146,handicrafts,7.84618378045,True,houseware,7.22714457204,True
29,"China (Shenzhen) International Gifts, Handicrafts, Watches & Houseware Fair (Spring)()()","The 21st China (Shenzhen) International Gifts, Handicrafts, Watches & Houseware Fair(GIFTS & HOME CHINA SPRING)-http://www.chinagiftsfair.com",2566,2.26630460839,0.251811623155,handicrafts,7.84618378045,True,houseware,7.22714457204,True
30,China (Shenzhen) International Touchscreen Exhibition (Nov.)()(),Shenzhen International Touchscreen Exhibition(C-touch Shenzhen)-http://www.quanchu.com.cn/index.php/jp/,3815,1.06135395771,0.176892326285,nov,9.09894674894,False,touchscreen,9.09894674894,True
31,China (Shenzhen) International Touchscreen Exhibition(),Shenzhen International Touchscreen Exhibition(C-touch Shenzhen)-http://www.quanchu.com.cn/index.php/jp/,3815,1.06135395771,0.212270791542,touchscreen,9.09894674894,True,shenzhen,6.45988941933,True
32,China International Digital Signage & Touch Inquiry Technology (Shenzhen) Exhibition(),Shenzhen International Touchscreen Exhibition(C-touch Shenzhen)-http://www.quanchu.com.cn/index.php/jp/,3815,1.02478840011,0.128098550013,signage,8.40579956838,False,touch,8.40579956838,True
33,China International Public Security Expo (Shenzhen),The 11th China International Exhibition on Public Safety & Security  (Security China 2012)-http://www.securitychina.com.cn/,3523,1.07099525225,0.178499208709,public,6.95888058545,True,shenzhen,6.45988941933,False
34,China Tex Expo Shenzhen (Autumn),China International Medical Equipment Fair(CMEF Autumn)-http://www.cmef.com.cn,2144,0.65059423462,0.130118846924,tex,8.00033446028,False,shenzhen,6.45988941933,False
35,CHTF China Hi-Tech Fair - ELEXCON (FPD EXPO China) - Photo-electronics and FPD Products & Technology Expo(),China Sourcing Fair: Electronics(China Sourcing Fair)-http://www.chinasourcingfair.com,2266,1.0343847118,0.10343847118,fpd,8.69348164084,False,photo,8.40579956838,False
36,CIOE - China International Optoelectronics Exposition,The China International Optoelectronic Exposition (CIOE)(CIOE 2012)-http://www.cioe.cn/html/list_543.html,3000,1.09267280867,0.218534561733,optoelectronics,9.09894674894,False,cioe,8.69348164084,True
37,CMEF Spring - China Medical Equipment Fair,China International Medical Equipment Fair(CMEF Spring 2012)-http://www.cmef.com.cn,1163,2.08247521659,0.347079202765,cmef,8.40579956838,True,medical,5.43538510281,True
38,Dowell International Laser Exhibition,2012 DEX Electronic & Laser Exhibition-http://en.e99999.com/,5337,0.580707288592,0.193569096197,laser,7.3941986567,True,exhibition,2.5478664139,True
39,IIC-China,International IC-China Conference & Exhibition ( Shenzhen)(IIC China)-http://www.iic-china.com/,4286,0.818384541312,0.409192270656,iic,9.09894674894,True,china,3.42048208227,True
40,"International China Electronics Fair (CEF), Shenzhen()",China Electronics Fair (CEF) Spring Shenzhen(China Electronics Fair )-http://www.icef.com.cn/,2164,1.59474648893,0.265791081489,cef,8.69348164084,True,shenzhen,6.45988941933,True
41,International Jewellery Fair,The 13th Beijing International Jewellery Fair(BEIJING JEWELLERY FAIR 2012)-http://www.newayfairs.com,2512,0.76292132897,0.254307109657,jewellery,5.78476074427,True,fair,2.61050198489,True
42,International Printed Circuit & Electronics Assembly Fair,International Printed Circuit & Electronics Assembly Fair-http://www.hkpca-ipc-show.org/,6575,1.6213047736,0.270217462267,circuit,8.00033446028,True,assembly,7.59486935217,True
43,Intertextile Pavilion Shenzhen - Shenzhen International Trade Fair for Apparel Fabrics and Accessories,Intertextile Shanghai Apparel Fabrics - China International Trade Fair for Apparel Fabrics and Accessories(Intertextile Shanghai )-http://www.messefrankfurt.com.hk/fair_homepage.aspx?fair_id=8&exhibition_id=8,2231,1.49996457178,0.166662730198,pavilion,9.09894674894,False,intertextile,7.71265238782,True
44,IOTE - Shenzhen International Internet of Things Technologies and Applications Exhibition,Shenzhen International Internet of Things Technologies & Application Exhibition 2012(IOTE 2012)-http://www.rfidexpo.com.cn/,2184,1.92012254691,0.240015318364,iote,9.09894674894,True,things,8.69348164084,True
45,IPC & EMBEDDED EXPO,embedded world 2015-http://www.embedded-world.de/de/,607,0.726200474754,0.242066824918,ipc,8.40579956838,False,embed,7.84618378045,True
46,SCAF,International Fair to children and youth of Valencia(FIV - ExpoJove)-http://www.feriavalencia.com/event/fivexpojove/,1,0.0,nan,NoWord,0.0,False,NoWord,0.0,False
47,Shenzhen Lingerie Fair,The 2nd Shenzhen International Hospitality Equipment & Supplies Fair(HOSFAIR 2013)-http://www.hosfair.com/,4389,0.57196157989,0.190653859963,lingerie,7.84618378045,False,shenzhen,6.45988941933,True
48,SIMM - Shenzhen International Machinery & Mould Industry Exhibition(),Shenzhen International Machinery Manufacturing Industry Exhibition(SIMM2015)-http://www.simmexpo.com,4098,1.17076860007,0.167252657152,simm,8.69348164084,True,mould,7.3941986567,False
49,China Drugstore & Life Care Show ,Japan Drugstore Show 2012-http://www.drugstoreshow2012.jp/,665,0.839158888655,0.167831777731,drugstore,9.09894674894,True,life,6.90172217161,False
50,Suzhou International Machine & Mould Exhibition,International Exhibition of Machine Building(MACHINE BUILDING)-http://www.fair.bg,6023,0.954357460998,0.1908714922,suzhou,8.69348164084,False,mould,7.3941986567,False
51,Suzhou PCB Conference Prospecting China Sustainability to the PCB Industry ,Suzhou PCB Show  &  Suzhou SMT Show-http://www.csesc.com.cn,2638,0.941894811311,0.156982468552,suzhou,8.69348164084,True,pcb,8.40579956838,True
52,APCC- Asia Pacific Cancer Conference,TFWA Asia Pacific Exhibition & Conference-http://www.tfwa.com/,1107,1.16823843282,0.292059608205,cancer,9.09894674894,False,pacific,6.79636165595,True
53,China International Exhibition For Copper Industry,The 6th China International Exhibition for Copper Industry(CuChina 2012)-http://www.cuchina.com.cn/en,4572,1.26148767459,0.252297534919,copper,8.40579956838,True,industry,4.03004254672,True
54,China North Int'l Bicycle and E-Bike Exhibition,the 17th china int'l furniture (dalian) exhibition-http://www.sinoexhibition.com,5897,0.737176366746,0.122862727791,bicycle,8.40579956838,False,bike,7.3941986567,False
55,NA(),N. America Automotive Lightweight Procurement Symposium 2015(AluMag Lightweight Symposium)-http://www.alumag.cc/na-2015-symposium/,4431,0.401245693252,0.401245693252,na,9.09894674894,True,na,9.09894674894,True
56,TFTF - China Tianjin International Food Trade Fair,Polagra Food - International Trade Fair for Food and Drink Exhibition(Polagra Food)-http://www.polagra-food.pl,3197,0.891156518559,0.148526086427,tianjin,8.40579956838,False,food,4.2352658678,True
57,CWME - International Machinery & Electronic Products Exposition,The 15th China International Furniture Woodworking Machinery & Wood Products Exhibition-http://www.furniture-cn.net.cn/,5342,0.702518959438,0.140503791888,electronic,6.70105147614,False,exposition,5.52941405246,False
58,PHARMCHINA (Spring)(),The 68th National Drug Fair PHARMCHINA(PHARMCHINA)-http://www.pharmchina.com.cn/,6241,0.517353344551,0.258676672276,pharmchina,8.69348164084,True,spring,5.11926509504,False
59,The National Sugar and Alcoholic Commodities Trade Fair (October)(),The 47th national new drugs Commodities Fair (New Drugs China)-http://www.newdrugschina.com/,4254,0.865561633609,0.144260272268,october,8.18265601707,False,sugar,7.84618378045,False
60,Wuhan China International Heating Ventilation and Air Conditioning Heat Pump Energy Saving Technology Exhibition,International Trade Fair Refrigeration - Air Conditioning - Ventilation - Heat Pumps (Chillventa)-http://www.chillventa.de/,3356,1.75711781937,0.146426484948,wuhan,9.09894674894,False,pump,7.15303659989,True
61,Wuhan food exposition and trade fair,"1st ""Japan's Food"" Trade Fair-http://www.jpfood.jp/",6437,0.769561217456,0.153912243491,wuhan,9.09894674894,False,exposition,5.52941405246,False
62,PHARMCHINA (Autumn)(),The 68th National Drug Fair PHARMCHINA(PHARMCHINA)-http://www.pharmchina.com.cn/,6241,0.517353344551,0.258676672276,pharmchina,8.69348164084,True,autumn,5.66495954446,False
63,China Xiamen International  Food Procurement Fair (),China Xiamen International Vegetarian Food Fair(CXIVFF)-http://www.vffair.com/,3488,1.09169016206,0.181948360343,procurement,8.69348164084,False,xiamen,7.22714457204,True
64,China Xiamen International Buddhist Items & Crafts Fair,China Xiamen International Buddhist Items & Crafts Fair (XICEC)-http://www.buddhafair.com/,3966,1.89100722267,0.270143888952,buddhist,8.00033446028,True,items,7.48950883651,True
65,CMEF Autumn - China Medical Equipment Fair,China International Medical Equipment Fair(CMEF Autumn)-http://www.cmef.com.cn,2144,2.12143130552,0.353571884253,cmef,8.40579956838,True,autumn,5.66495954446,True
66,Stone - China Xiamen International Stone Fair,Xiamen Stone Fair 2012-http://www.stonefair.org.cn/,518,1.08990689713,0.217981379427,xiamen,7.22714457204,True,stone,6.12853228337,True
67,PM - Powder Metallurgy World Congress & Exhibition,World Renewable Energy Technology Congress (WRETC 2012)-http://www.wretc.in/,4275,0.679962862435,0.135992572487,powder,8.00033446028,False,metallurgy,7.48950883651,False
68,CWIEME China - China West International Equipment Manufacturing Exhibition(),The 15 th China West International Equipment Manufacturing Exposition (cwieme 2012)-http://former.cwieme.com/int/en/index.html,5338,1.35646787632,0.193781125189,cwieme,8.40579956838,True,west,6.23674586801,True
69,West Forum - The Trade & Investment Forum for Cooperation between East & West China,2017 Silk Road International Exposition and the 21st Investment and Trade Forum for Cooperation between East and West China-http://www.xbhz.net,6397,1.63237015439,0.233195736341,cooperation,8.40579956838,True,investment,6.65659971357,True
70,Xian China International Exhibition on Heat and Warm Supply �� HVAC Technological Equipments(),The 13th International Hospitality Equipment & Supplies Fair 2012(HosFair 2012)-http://www.hosfair.com/xian/,4724,0.977310592071,0.0977310592071,xian,9.09894674894,True,warm,9.09894674894,False
71,China Yiwu International Forest Products Fair,The 7th China Yiwu Cultural Products Trade Fair(Yiwu Fair)-http://www.ssofair.com/,1063,1.07055196311,0.178425327184,forest,7.84618378045,False,yiwu,7.84618378045,True
72,Chinese Mushroom Days,POWER  DAYS 2013 - Trade Fair for Electrical Engineering-http://www.power-days.at,629,0.529777111636,0.264888555818,chinese,7.84618378045,False,days,7.15303659989,True
73,China International Auto Aftermarket and China Auto Accessories Trade Fair(),CIAAF 2013 - China (Zhengzhou) International Auto Aftermarket Fair (CIAAF 2013)-http://www.ciaaf.com.cn,1525,1.21621245589,0.173744636556,aftermarket,7.59486935217,True,auto,5.54359868745,True
74,CIFEX/RemaxAsia Expo(),Manufacturing Expo 2012-http://www.manufacturing-expo.com/,1482,0.39941001554,0.39941001554,expo,2.63202472191,True,expo,2.63202472191,True
75,Automechanika Shanghai,Automechanika Shanghai (Automechanika Shanghai)-http://www.messefrankfurt.com.hk/fair_homepage.aspx?fair_id=11&exhibition_id=11,2215,0.589012226675,0.294506113338,automechanika,7.15303659989,True,shanghai,5.08256372819,True
76,CAS - China Auto Salon (China Shanghai Modification Automobile Exhibition)(),The 10th China (Guangzhou) International Automobile Exhibition(Auto Guangzhou 2012)-http://www.autoshow-gz.com/,3776,1.11365643885,0.159093776979,cas,9.09894674894,False,automobile,7.3941986567,True
77,"CeMAT ASIA - International Exhibition for Materials Handling, Automation Technology, Transport Systems and Logistics","CeMAT ASIA 2012 - International Exhibition for Materials Handling, Automation Technology, Transport Systems and Logistics(CeMAT ASIA 2012)-http://www.cemat-asia.com/Index-en.asp",3595,2.87336051324,0.261214592113,cemat,7.71265238782,True,handle,6.4962570635,True
78,CHINA BEAUTY EXPO - International Beauty & Cosmetics Expo(),CHINA BEAUTY EXPO 2012-THE 17th INTERNATIONAL BEAUTY & COSMETICS(CHINA BEAUTY EXPO 2012)-http://www.chinabeautyexpo.com/en/index.html,1251,1.20102708964,0.240205417928,cosmetics,6.10321447539,True,beauty,5.43538510281,True
79,China Cycle - China International Bicycle & Motor Fair,The 23rd China International Bicycle & Motor Fair(CHINA CYCLE 2013)-http://www.e-chinacycle.com/,2224,1.67143188748,0.278571981246,bicycle,8.40579956838,True,cycle,8.00033446028,True
80,CHINA PHARM - China International Pharmaceutical Industry Exhibition (Shanghai)(),The 17th China International Pharmaceutical Industry Exhibition China International Pharmaceutical Industry Forum(CHINA-PHARM)-http://www.china-pharm.net/,3882,1.70454272218,0.243506103169,pharm,8.00033446028,True,pharmaceutical,6.35810672502,True
81,"CHINACOAT - China International Exhibition for Coatings, Printing Inks & Adhesives","The 17th China International Exhibition for Coatings, Printing Inks and Adhesives (CHINACOAT2012) (CHINACOAT2012)-http://www.chinacoat.net",2198,2.14113355187,0.267641693984,ink,9.09894674894,True,chinacoat,9.09894674894,True
82,"CIHS - China International Hardware Show - Trade Fair for Tools, DIY and Building Hardware, Security Systems, Locks and Fittings",China International Hardware Show 2012(CIHS)-http://www.cihs.com.cn/,3494,1.80485956168,0.12891854012,cihs,9.09894674894,True,lock,9.09894674894,False
83,CISMA - China International Sewing Machinery & Accessories Show(CISMA),China International Sewing Machinery & Accessories Show 2015(CISMA 2015)-http://www.cisma.com.cn/,4345,2.2141139627,0.316301994671,cisma,9.09894674894,True,sew,7.84618378045,True
84,GDSF - Global Digital Surveillance Forum (Shanghai)(),Interfiliere Shanghai-http://www.interfiliere.com/,3936,0.514733671894,0.102946734379,surveillance,9.09894674894,False,digital,7.15303659989,False
85,"International China Electronics Fair (CEF), Shanghai()",China Electronics Fair (CEF) Spring Shenzhen(China Electronics Fair )-http://www.icef.com.cn/,2164,1.20831409975,0.201385683292,cef,8.69348164084,True,electronics,5.47460581597,True
86,Intertextile Shanghai Apparel Fabrics - China International Trade Fair for Apparel Fabrics and Accessories(Intertextile),Intertextile Shanghai Apparel Fabrics - China International Trade Fair for Apparel Fabrics and Accessories(Intertextile Shanghai )-http://www.messefrankfurt.com.hk/fair_homepage.aspx?fair_id=8&exhibition_id=8,2231,1.87140213684,0.20793357076,intertextile,7.71265238782,True,fabrics,6.79636165595,True
87,Intertextile Shanghai Home Textiles - Autumn-International Trade Fair for Home Textiles and Accessories ,China International Trade Fair for Textiles and Accessories (Autumn & Winter)(Inter textile - shanghai home textiles)-http://www.intertextile-home.com.cn/,2920,2.15291024107,0.239212249008,intertextile,7.71265238782,True,textiles,6.74757149178,True
88,Screen Printing & Digital Printing China,Brasil Screen & Digital Show-http://www.semanainternacional.com.br/,5789,0.92405525109,0.231013812772,screen,8.69348164084,True,digital,7.15303659989,True
89,SMTCE- China (International) Small Motor Technology Conference & Exhibition(),2012 11th China (International) Motor Exhibition&Forum(Motor China 2012)-http://www.motor-china.org,1383,1.18419839382,0.169171199116,small,7.84618378045,False,motor,6.3263580267,True
90,C&R Expo China - Care & Rehabilitation Expo China,"Care Prevention , Rehabilitation & Care Industry Expo(RE-CARE JAPAN)-http://www.re-care.jp/",1640,1.10818914126,0.277047285315,rehabilitation,6.65659971357,True,care,5.94194632779,True
91,CIMT - China International Machine Tool Exhibition,The 14th China International Machine Tool  Show(CIMT 2015)-http://www.cimtshow.com/,940,1.47530019204,0.24588336534,cimt,9.09894674894,True,machine,5.60243918748,True
92,HOBBY EXPO CHINA (Beijing)(),"China Education Expo 2012, Beijing(China Education Expo)-http://www.chinaeducationexpo.com",3509,0.893620257559,0.22340506439,hobby,7.48950883651,False,beijing,5.80310988294,True
93,International Cultural & Creative Industry Expo,Singapore International Optical Expo(International Trade Fair for Optical Industry)-http://expo-optical.com/,6523,0.722192283024,0.144438456605,cultural,8.40579956838,False,creative,7.71265238782,False
94,The National Sugar and Alcoholic Commodities Trade Fair (March)(),The 47th national new drugs Commodities Fair (New Drugs China)-http://www.newdrugschina.com/,4254,0.865561633609,0.144260272268,march,8.40579956838,False,sugar,7.84618378045,False
95,Exhibition of Lijia International machinery - CHENGDU-,Exhibition of Lijia International Machine Tools and Molds 2012(Cwmte)-http://www.cwmte.com.cn/chengdu/,3381,1.08405829158,0.216811658316,lijia,8.69348164084,True,chengdu,7.84618378045,True
96,China (Kunshan) Brand Products Import Expo(),"China Brand Products Import Expo, Kunshan 2014(CIE)-http://www.importexpo.org",1209,1.66790771105,0.277984618508,kunshan,9.09894674894,True,brand,7.15303659989,True
97,"DMP - China Dongguan International Mould and Metalworking Exhibition Plastics, Packaging and Rubber Exhibition","15th China Dongguan International Mould, Metalworking, Plastics, Packaging & Rubber Exhibition(DMP 2013)-http://www.dmpshow.com/lang-jp/home.html",3846,2.3563268881,0.23563268881,dmp,9.09894674894,True,dongguan,7.84618378045,True
98,CIPM - China International Pharmaceutical Machinery Exposition()(),P-MEC PHARMACEUTICAL MACHINERY & EQUIPMENT CONVENTION CHINA(P-MEC China 2012)-http://www.p-mec.cn/,1480,0.982033465701,0.19640669314,pharmaceutical,6.35810672502,True,exposition,5.52941405246,False
99,Agriculture & Food Expo Harbin,Myanmar Agriculture and Food Exhibition and Conference-http://agriculture-food.mitamyanmar.com/,408,0.812123343138,0.203030835785,harbin,8.69348164084,False,agriculture,6.15450776978,True
100,China International Automotive Aftermarket Industry and Tuning (Guangzhou) Trade Fair,The 8th China International Automotive Aftermarket Industry & Tuning (Guangzhou) Trade Fair(AAITF 2012)-http://www.aaitf.org/en,312,2.1896457158,0.243293968422,tune,8.40579956838,True,aftermarket,7.59486935217,True
101,CIEF Phase 1 - China Import and Export Fair Phase 1 (Spring)��(),112th China Import and Export Fair ( Phase I )(Canton Fair  )-http://www.cantonfair.org.cn/cn/index.asp,2653,1.31114326049,0.218523876748,phase,8.40579956838,True,export,7.22714457204,True
102,CIPS - China International Pet Show - International Pet and Aquarium trade show in Asia,The 16th China International Pet Show (CIPS 2012)-http://www.cipscom.com/,3688,1.44994719848,0.181243399809,cips,8.69348164084,True,aquarium,8.69348164084,False
103,GBE-Guangdong International Beauty Expo (Autumn)(),The 36th Guangzhou International Beauty Expo Spring 2012(GBE China)-http://www.gzbeautyexpo.com,575,1.03451945919,0.172419909865,gbe,9.09894674894,True,guangdong,8.69348164084,False
104,GBE-Guangzhou International Beauty Expo (Autumn)��(),The 36th Guangzhou International Beauty Expo Spring 2012(GBE China)-http://www.gzbeautyexpo.com,575,1.31764107745,0.219606846241,gbe,9.09894674894,True,autumn,5.66495954446,False
105,"Guangzhou International Food & Beverage, Hotel Equipment & Supplies Exhibition()",The 19th Guangzhou International Hotel Equipment and Supply Exhibition-http://www.gzhoshow.com,6189,1.62835302171,0.203544127714,beverage,6.45988941933,False,hotel,5.90027363139,True
106,Guangzhou International Lighting Exhibition,Guangzhou International Lighting Exhibition & Electrical Building Technology-http://www.messefrankfurt.com.hk,1413,1.03332181052,0.258330452631,light,5.80310988294,True,guangzhou,5.24879914723,True
107,"INTERMACH - International Fair of Technology, Machinery, Equipment and Services for the Metal-mechanic and Plastics Industry","International Fair of Machinery, Equipment and Services for Industry(EMAF)-http://www.emaf.exponor.pt/",3803,1.34583493446,0.122348630405,mechanic,9.09894674894,False,intermach,8.40579956838,False
108,FENIBAT - National and International Lead-Acid Bateries Fair,International LED Expo 2012(LED EXPO 2012)-http://www.ledexpo.com,1530,0.686282991185,0.171570747796,lead,6.18117601686,True,national,6.0785218628,True
109,BRASIL OFFSHORE - International Offshore Oil & Gas Trade Show and Conference,Brasil Offshore | Oil & Gas Exhibition and Conference-http://www.brasiloffshore.com/,1470,1.78582094767,0.223227618459,offshore,7.22714457204,True,brasil,7.15303659989,True
110,"FIMEC - International Exhibition for the Leather, Chemicals, Components and Machinery for Footwear & Tanneries","Fimec 2014 - International Fair for Leather, Chemical Products, Components, Machines, and Equipment for Footwear and Tanneries(Fimec )-http://www.fimec.com.br",2208,1.81412929839,0.201569922044,fimec,9.09894674894,True,tanneries,9.09894674894,True
111,OTC Brasil,Pollutec BRASIL 2016-http://www.pollutec-brasil.com/,834,0.618068727609,0.309034363804,otc,9.09894674894,False,brasil,7.15303659989,True
112,ABTA Expo & Conference,PITTCON 2012 Conference & Expo (PITTCON 2012)-http://www.pittcon.org,515,0.579408647791,0.289704323895,conference,3.94854951247,True,expo,2.63202472191,True
113,Wire South America - International Wire and Cable Fair,International Wire and Cable Fair(wire South America 2015)-http://www.wire-south-america.com/,1816,2.16233815274,0.360389692124,cable,7.48950883651,True,wire,7.30718727972,True
114,Salao Duas Rodas,"Salao Duas Rodas - International Motorcycles, Bicycles, Parts, Equipment and Apparel Trade Show-http://www.salaoduasrodas.com.br/en/Home/",4374,1.04991843678,0.34997281226,duas,9.09894674894,True,rodas,9.09894674894,True
115,"AUTOMEC - HEAVY & COMMERCIAL - International Trade Fair Specialized in Autoparts, Equipments and Services for Vehicles","AUTOMEC - HEAVY & COMMERCIAL - International Trade Fair Specialized in Autoparts, Equipments and Services for Vehicles-http://www.automecfeira.com.br/",6573,2.75470183398,0.250427439453,automec,8.69348164084,True,heavy,7.84618378045,True
116,"AUTOMEC - HEAVY & COMMERCIAL - International Trade Fair Specialized in Autoparts, Equipments and Services for Vehicles ","AUTOMEC - HEAVY & COMMERCIAL - International Trade Fair Specialized in Autoparts, Equipments and Services for Vehicles-http://www.automecfeira.com.br/",6573,2.75470183398,0.250427439453,automec,8.69348164084,True,heavy,7.84618378045,True
117,Brazil Welding Show / Corte & Conformacao de Metais - Metal Forming and Fabricating Exhibition,MF-Tokyo 2013 Metal Forming & Fabricating Fair Tokyo(MF-Tokyo 2013)-http://www.mf-tokyo.jp/,1605,1.29225819823,0.161532274779,fabricate,9.09894674894,True,form,8.40579956838,True
118,CeMAT SOUTH AMERICA - International Trade Fair for Materials Handling and Logistics,CeMAT South America 2013 - International Materials Handling and Logistics Trade Fair-http://cemat-southamerica.com.br/,1172,2.34372410656,0.260413789618,cemat,7.71265238782,True,handle,6.4962570635,True
