dataId,query,matchResult,showId,Score,ScoreStd,hit1,hitw1,contain_hit1,hit2,hitw2,contain_hit2
13,EuroBLECH-International Sheet Metal Working Technology Exhibition,EuroBLECH 2014 - 23nd International Sheet Metal Working Technology Exhibition(EuroBLECH 2014),2146,2.05979770698,0.294256815283,euroblech,9.0974262986,True,sheet,7.59334890182,True
14,Group Exhibit Hydrogen + Fuel Cells at HANNOVER MESSE ,HANNOVER MESSE 2012(HANNOVER MESSE 2012),1010,1.37518142082,0.275036284164,hydrogen,8.18113556672,False,fuel,7.99881400993,False
15,IAA Commercial Vehicles,the 64th IAA Commercial Vehicles 2012(IAA 2012 ),4332,1.41707864346,0.472359547821,iaa,8.40427911804,True,commercial,6.90020172126,True
16,"Industrial Automation / HANNOVER MESSE - Leading Trade Fair for Process, Factory and Building Automation Systems and Solutions",HANNOVER MESSE 2012(HANNOVER MESSE 2012),1010,1.37518142082,0.114598451735,hannover,7.8446633301,True,factory,7.2256241217,False
17,Industrial Supply / HANNOVER MESSE - Leading Trade Fair for Industrial Subcontracting and Lightweight Construction,HANNOVER MESSE 2012(HANNOVER MESSE 2012),1010,1.37518142082,0.137518142082,lightweight,8.40427911804,False,hannover,7.8446633301,True
18,"MDA-Motion, Drive & Automation / HANNOVER MESSE - Leading Trade Fair for Power Transmission and Control","International Trade Fair for Industrial Automation, Drive and Motion Control(Automation Austria)",1180,1.90770906651,0.158975755543,mda,9.0974262986,False,motion,7.99881400993,True
19,Supplier Forum (February),INTERSTYLE february 2012(INTERSTYLE february 2012),277,0.67159062902,0.223863543007,supplier,8.18113556672,False,february,8.18113556672,True
20,Supplier Forum (September),INTERSTYLE september 2012(INTERSTYLE september 2012),6208,0.655998418253,0.218666139418,supplier,8.18113556672,False,september,7.8446633301,True
21,Interkoi,International Fair to children and youth of Valencia(FIV - ExpoJove),1,0.0,nan,NoWord,0.0,False,NoWord,0.0,False
22,"LEARNTEC - Leading international trade fair and convention for vocational education, learning and IT",Education Fair,742,1.31366768875,0.145963076528,vocational,9.0974262986,False,learntec,9.0974262986,False
23,GPEC-General Police Equipment Exhibition & Conferece,GPEC 2014 - General Police Equipment Exhibition & Conference(GPEC 2014),2003,1.95299847209,0.390599694418,gpec,8.69196119049,True,police,8.69196119049,True
24,OTWORLD,International Fair to children and youth of Valencia(FIV - ExpoJove),1,0.0,nan,NoWord,0.0,False,NoWord,0.0,False
25,Analytica Munich,ISPO MUNICH 2013(ISPO MUNICH),217,0.661009559043,0.330504779522,munich,8.18113556672,True,analytica,8.18113556672,False
26,"Bauma - International Trade Fair for Construction Machinery, Building Material Machines, Mining Machines, Construction Vehicles and Construction Equipment","30th International Trade Fair for Construction Machinery, Building Material Machines, Mining Machines, Construction Vehicles and Construction Equipment(bauma 2011 )",2514,2.82800135361,0.235666779468,bauma,8.18113556672,True,vehicles,6.53247694114,True
27,"Electronica - International Trade Fair for Electronic Components, Systems and Applications","electronica 2012 - 25th International Trade Fair for Electronic Components, Systems and Applications(electronica 2012)",2136,2.38490930127,0.298113662659,electronica,8.40427911804,True,applications,7.48798838616,True
28,HIGH END - THE BEST SOUND. THE BEST PICTURE.,HIGH END 2012,1215,1.37612502996,0.34403125749,best,7.99881400993,False,sound,7.71113193748,False
29,Intersolar Europe,Intersolar Europe,1330,1.39673993049,0.698369965246,intersolar,8.18113556672,True,europe,5.94042587745,True
30,ISPO MUNICH,ISPO MUNICH 2013(ISPO MUNICH),217,1.3632921929,0.68164609645,ispo,8.69196119049,True,munich,8.18113556672,True
31,Maintain - International Trade Fair For Industrial Maintenance,MAINTAIN 2016 - International Trade Fair for Industrial Maintenance,3418,2.09021175246,0.34836862541,maintain,9.0974262986,True,maintenance,6.6995310258,True
32,Munich Fabric Start (Autumn),AUTUMN FAIR 2015,1698,0.779729296362,0.194932324091,start,9.0974262986,False,munich,8.18113556672,False
33,Munich Fabric Start (Spring),spring Fair International,215,0.839947473906,0.209986868477,start,9.0974262986,False,munich,8.18113556672,False
34,Opti - International Trade Show for Trends in Optics,THE INTERNATIONAL TRADE SHOW FOR OPTICS & DESIGN(opti 2015),176,1.76293162557,0.293821937595,opti,9.0974262986,True,trend,7.39267820636,False
35,PERFORMANCEDAYS - Functional Fabric Fair (Fall) ,PERFORMANCEDAYS - Functional Fabric Fair(Nov),2232,1.56645586002,0.313291172004,performancedays,8.69196119049,True,fabric,7.30566682937,True
36,PERFORMANCEDAYS - Functional Fabric Fair(11) ,PERFORMANCEDAYS - Functional Fabric Fair(Nov),2232,1.56645586002,0.391613965005,performancedays,8.69196119049,True,fabric,7.30566682937,True
37,PERFORMANCEDAYS - Functional Fabric Fair(5),PERFORMANCEDAYS - Functional Fabric Fair(Nov),2232,1.56645586002,0.391613965005,performancedays,8.69196119049,True,fabric,7.30566682937,True
38,BioFach + Vivaness - World Organic Trade Fair / Trade Fair for Natural Personal Care and Wellness,Vivaness 2012 - Trade Fair for Natural Personal Care and Wellness(Vivaness 2012 ),306,2.4696374776,0.24696374776,vivaness,9.0974262986,True,biofach,7.8446633301,False
39,"Chillventa - International Trade Fair for Refrigeration, Air Conditioning, Ventilation and Heat Pumps ",International Trade Fair Refrigeration - Air Conditioning - Ventilation - Heat Pumps (Chillventa),3356,2.96044481506,0.296044481506,chillventa,9.0974262986,True,pump,7.2256241217,True
40,Embedded World - Exhibition & Conference,embedded world 2015,607,1.26501602845,0.316254007112,embed,7.8446633301,True,world,4.57563772155,True
41,EUROGUSS ,"10th International Trade Fair for Die Casting - Technology, Processes, Products(EUROGUSS 2014)",1984,0.512214552332,0.512214552332,euroguss,9.0974262986,True,euroguss,9.0974262986,True
42,Fensterbau / Frontale,Fensterbau/Frontale  2012,2446,1.38732729293,0.693663646466,frontale,8.69196119049,True,fensterbau,8.69196119049,True
43,Insights-X,International Fair to children and youth of Valencia(FIV - ExpoJove),1,0.0,nan,NoWord,0.0,False,NoWord,0.0,False
44,Interzoo - International Trade Fair for Pet Supplies,Interzoo 2012 - International Trade Fair for Pet Supplies (Interzoo),2059,2.15207308043,0.358678846738,interzoo,9.0974262986,True,pet,6.6995310258,True
45,HKTDC Hong Kong Gifts & Premium Fair (spring),Hong Kong Gifts & Premium Fair(HKGPF),1060,1.73932214808,0.248474592582,hktdc,8.40427911804,False,premium,7.2256241217,True
46,HKTDC Hong Kong Houseware Fair,HKTDC Hong Kong Baby Products Fair 2012,22,1.55377174751,0.310754349502,hktdc,8.40427911804,True,houseware,7.2256241217,False
47,HKTDC Hong Kong International Lighting Fair (Autumn Edition),Hong Kong International Lighting Fair (Spring Edition),4632,2.12302720075,0.265378400093,hktdc,8.40427911804,False,hong,5.94042587745,True
48,HKTDC Hong Kong International Lighting Fair (Spring Edition),Hong Kong International Lighting Fair (Spring Edition),4632,2.51507991428,0.314384989285,hktdc,8.40427911804,False,hong,5.94042587745,True
49,HKTDC Hong Kong Optical Fair,HKTDC Hong Kong Baby Products Fair 2012,22,1.55377174751,0.310754349502,hktdc,8.40427911804,True,optical,7.15151614954,False
50,HKTDC Hong Kong Toys & Games Fair,Hong Kong Toys & Games Fair 2012(HKTGF),20,1.74655215617,0.291092026028,hktdc,8.40427911804,False,toy,6.90020172126,True
51,HKTDC Hong Kong Watch & Clock Fair,Hong Kong Watch & Clock Fair 2012,2230,2.09998869673,0.349998116122,clock,8.40427911804,True,hktdc,8.40427911804,False
52,HKTDC Hongkong Book Fair,Leipzig Book Fair,726,0.896989648451,0.224247412113,hongkong,9.0974262986,False,hktdc,8.40427911804,False
53,HKTDC International ICT Expo - International ICE Expo,International ICT Expo 2012(International ICT Expo 2012),4659,1.41968532019,0.283937064038,hktdc,8.40427911804,False,ict,7.8446633301,True
54,Hong Kong International Bakery Expo,Hong Kong International Bakery Expo (IBE 2015),3860,1.58891783172,0.317783566344,bakery,6.7948412056,True,hong,5.94042587745,True
55,Hong Kong International Building and Decoration Materials & Hardware Fair,the Hong Kong International Building and Decoration Materials & Hardware Fair (HKIHHIF),3547,2.28845725131,0.286057156414,decoration,6.84613449999,True,hardware,6.61251964881,True
56,"Hong Kong International Diamond, Gem & Pearl Show","The Hong Kong International Diamond, Gem & Pearl Show 2015",439,2.39375388402,0.341964840574,diamond,9.0974262986,True,pearl,8.69196119049,True
57,Hong Kong International Jewellery Show,Hong Kong International Jewellery Show(HKIJS),479,1.61357823304,0.322715646607,hong,5.94042587745,True,kong,5.91937246825,True
58,Hong Kong International Licensing Show,Hong Kong International  Licensing Show 2012,17,2.0328493943,0.406569878861,license,7.30566682937,True,hong,5.94042587745,True
59,Hong Kong International Medical Devices and Supplies Fair,Hong Kong International Medical Devices and Supplies Fair 2012,1188,2.43064450945,0.347234929922,devices,8.40427911804,True,hong,5.94042587745,True
60,Hong Kong International Printing & Packaging Fair,Hong Kong International Printing & Packaging Fair,4685,2.30823394197,0.384705656996,hong,5.94042587745,True,kong,5.91937246825,True
61,Hong Kong International Stationery Fair,Hong Kong International Stationery Fair 2014(HKISF14),16,1.56854673072,0.313709346145,stationery,7.39267820636,True,hong,5.94042587745,True
62,Hong Kong International Tea Fair,Hong Kong International Tea Fair,2865,2.04769876481,0.409539752962,tea,7.48798838616,True,hong,5.94042587745,True
63,JGF - June Hong Kong Jewellery and Gem Fair,JUNE HONG KONG JEWELLERY & GEM FAIR 2012,1505,2.32619388891,0.387698981485,june,8.18113556672,True,gem,6.84613449999,True
64,JGF - September Hong Kong Jewellery and Gem Fair,The September Hong Kong Jewellery & Gem Fair 2012,2227,2.33146480703,0.388577467838,september,7.8446633301,True,gem,6.84613449999,True
65,AAPEX - Automotive Aftermarket Products Expo,AAPEX - Automotive Aftermarket Products Expo(AAPEX 2012),1910,2.06927096613,0.413854193225,aapex,9.0974262986,True,aftermarket,7.59334890182,True
66,ABC Kids Expo,Baby & Kids Expo 2013,1579,0.930332571465,0.465166285732,kid,6.90020172126,True,expo,2.77755768952,True
67,ASD/AMD Gift & Toy Show - Associated Surplus Dealers/Associated Merchandise Dealers National Trade Show (Autumn),"Canton International Gifts, Housewares & Toy Show",5831,1.07323620402,0.119248467114,associate,9.0974262986,False,asd,8.69196119049,False
68,ASD/AMD Gift & Toy Show - Associated Surplus Dealers/Associated Merchandise Dealers National Trade Show (Spring),VANCOUVER GIFT EXPO SPRING Show,5584,1.17322524878,0.130358360976,associate,9.0974262986,False,asd,8.69196119049,False
69,AWFS - International Woodworking Machinery & Furniture Supply Fair,The 15th China International Furniture Woodworking Machinery & Wood Products Exhibition,5342,1.29760479383,0.185372113405,awfs,9.0974262986,False,woodworking,7.15151614954,True
70,Citrix Summit,The Security Technology Summit,6128,0.666444426882,0.666444426882,summit,6.10169402504,True,summit,6.10169402504,True
71,Clean Show - World Educational Congress for Laundering and Dry Cleaning with Exhibition,Indonesia International Cleaning Exhibition(EXPO CLEAN 2014),730,1.02566365981,0.146523379973,dry,8.69196119049,False,educational,7.2256241217,False
72,Cosmoprof North America,Cosmoprof North America 2012,1599,1.68685822717,0.562286075725,cosmoprof,8.18113556672,True,north,6.9573601351,True
73,CTIA WIRELESS - Telecommunications Industry Association Meeting & Exposition,International CTIA WIRELESS 2012(CTIA),3015,1.36290747947,0.194701068496,ctia,8.40427911804,True,wireless,7.8446633301,True
74,DEMA - Diving Equipment & Marketing Association Trade Show,SEMA Show - Specialty Equipment Market Association Show(SEMA Show ),5456,1.23987931941,0.177125617058,dema,9.0974262986,False,dive,7.71113193748,False
75,DSE - Digital Signage Expo,Digital Signage Expo 2015(DSE 2015),778,1.82634815738,0.456587039344,dse,8.69196119049,True,signage,8.40427911804,True
76,EDS - Electric Distribution Show,EDS 2012,4697,0.966082428323,0.241520607081,eds,9.0974262986,True,distribution,6.90020172126,False
77,EMS WORLD EXPO,EMS WORLD EXPO,3273,1.58142551677,0.527141838923,ems,8.40427911804,True,world,4.57563772155,True
78,G2E - Global Gaming Expo,Global Gaming Expo(G2E),3211,1.88616191654,0.471540479134,g2e,8.69196119049,True,game,6.61251964881,True
79,"GlobalShop - The Store Fixturing Show, Visual Merchandising Show, Retail Operations and Construction Expo, POP Marketplace, InStore Interactive Show",1st Store & Retail IT Solutions Expo Spring(STOREX Spring),1138,1.00780589301,0.0916187175461,pop,9.0974262986,False,interactive,9.0974262986,False
80,IBS Las Vegas - International Beauty Show ,The International Beauty Show New York(IBS New York),594,1.40860129244,0.234766882073,ibs,9.0974262986,True,las,7.15151614954,False
81,Interbike - International Bicycle Expo,Interbike - International Trade Expo(Interbike ),2222,1.3466994564,0.336674864101,interbike,9.0974262986,True,bicycle,8.40427911804,False
82,International Big R Show,THE BIG 5 International Building & Construction Show(THE BIG 5),3778,1.15470900853,0.384903002842,big,6.9573601351,True,show,3.21549763856,True
83,International CES - Consumer Electronics Show - the Source for Consumer Technologies,2012 International CES - International Consumer Electronics Show(2012 International CES),2,1.99481408338,0.284973440483,ces,8.69196119049,True,consumer,7.30566682937,True
84,Interop - Networking Computing Exhibition,Interop Tokyo 2012,1386,0.827180367103,0.206795091776,interop,8.40427911804,True,compute,8.40427911804,False
85,ISA - International Sign Expo,International Sign Expo 2012(ISA 2012),974,1.72341412036,0.430853530089,isa,8.40427911804,True,sign,7.01798475692,True
86,ISC EXPO/West - International Security Conference and Exposition,International Security Conference West(ISC West),864,2.08576436527,0.297966337895,isc,7.8446633301,True,west,6.23522541767,True
87,ISSA/Interclean North America - The One Show for the Cleaning Industry,ISSA/INTERCLEAN USA,1716,1.23608585034,0.154510731292,issa,9.0974262986,True,one,9.0974262986,False
88,IWCE - International Window Coverings Expo: Vision ,International Window Coverings  Expo   VISION  '12(IWCE),5835,2.0799832703,0.346663878384,iwce,9.0974262986,True,cover,7.71113193748,True
89,IWCE - International Wireless Communications Expo,Wireless M2M Expo,1140,0.898108940352,0.17962178807,iwce,9.0974262986,False,wireless,7.8446633301,True
90,JCK - The JCK Las Vegas Show,JCK Las Vegas 2012(JCK Las Vegas ),1355,1.69801335119,0.424503337797,jck,8.40427911804,True,las,7.15151614954,True
91,KBIS - The Kitchen and Bath Industry Show (Las Vegas),Kitchen & Bath Industry Show(KBIS 2012),26,2.07635193416,0.29662170488,kbis,9.0974262986,True,bath,7.59334890182,True
92,LDI - Live Design International,LIVING & DESIGN 2012(LIVING & DESIGN),3359,1.34606465415,0.448688218049,live,6.57169765429,True,design,5.07207460786,True
93,"MAGIC Marketplace (MAGIC, WWDMAGIC, MAGIC Kids) - International Fashion Exhibition (February)",Shanghai International Kids Fashion Expo,6155,1.32484581563,0.189263687947,magic,8.40427911804,False,february,8.18113556672,False
94,"MAGIC Marketplace (MAGIC, WWDMAGIC, MAGIC Kids) - International Fashion Exhibition",Shanghai International Kids Fashion Expo,6155,1.32484581563,0.220807635938,magic,8.40427911804,False,marketplace,7.99881400993,False
95,MAGICONLINE - PROJECT,Project Iraq 2013,3336,0.698719968074,0.698719968074,project,8.18113556672,True,project,8.18113556672,True
96,Medtrade Spring - Medical Products Trade Show,MEDTRADE  Spring 2012(MEDTRADE ),434,1.33190435721,0.221984059534,medtrade,8.69196119049,True,medical,5.43386465247,False
97,Money2020,International Fair to children and youth of Valencia(FIV - ExpoJove),1,0.0,nan,NoWord,0.0,False,NoWord,0.0,False
98,NAB - National Association of Broadcasters Annual Convention and International Exposition,American Pharmacists Association 2012 Annual Meeting & Exposition(APhA2012),740,0.947473356704,0.135353336672,nab,9.0974262986,False,association,6.65507926323,True
99,NAHB International Builders' Show,NAHB INTERNATIONAL BUILDER'S SHOW 2012(NAHB),23,1.05096875726,0.262742189315,nahb,9.0974262986,True,builders,8.69196119049,False
100,NAMA ONESHOW,International Fair to children and youth of Valencia(FIV - ExpoJove),1,0.0,nan,NoWord,0.0,False,NoWord,0.0,False
101,National Industrial Fastener & Mill Supply Expo,National Industrial Fastener & Mill Supply Expo,2239,2.34865345078,0.391442241797,mill,8.40427911804,True,fastener,7.2256241217,True
102,NHS - National Hardware Show with Lawn & Garden World,National Hardware Show,2240,1.66734674826,0.333469349651,hardware,6.61251964881,True,garden,6.57169765429,False
103,Pack Expo,PACK EXPO International 2012(PACK EXPO ),3632,1.1984013695,0.59920068475,pack,6.26421295454,True,expo,2.77755768952,True
104,PGA Expo (fall),VANCOUVER GIFT EXPO FALL Show,5671,0.780644791462,0.260214930487,pga,9.0974262986,False,fall,6.90020172126,True
105,POWER-GEN International - The Global Power Generation Exhibition & Conference,POWER-GEN EUROPE,1472,1.19637654182,0.170910934545,gen,8.69196119049,True,generation,7.2256241217,False
106,SEMA Show - Speciality Equipment Market Association/Auto InternationalSEMA,SEMA Show - Specialty Equipment Market Association Show(SEMA Show ),5456,1.82039643702,0.260056633861,sema,9.0974262986,True,speciality,8.18113556672,False
107,Mega Show Part 1 - Hong Kong Gifts Premium & Household Products Show & International Toys & Gifts Show,MEGA SHOW PART 1 & 2(21th Hong Kong International Toys & Gifts Show and 20th Asian Gifts Premium & Household Products Show)(MEGA SHOW PART 1& 2),2263,2.67815450986,0.243468591806,mega,7.59334890182,True,household,7.48798838616,True
108,"Mega Show Part 2 - Gifts, Decor & Home Show and Office & Stationery","Mega Show Part 2 - Giftware, Housewares, Stationery, School & Office (Mega Show Part 2)",2264,1.55970103021,0.194962628776,mega,7.59334890182,True,stationery,7.39267820636,True
109,Natural & Organic Products Asia ,Natural & Organic Products Asia Hong Kong,2962,1.56817543142,0.392043857854,organic,6.61251964881,True,natural,6.02937336346,True
110,September Asia's Fashion Jewellery & Accessories Fair,Asia 's Fashion Jewellery & Accessories Fair - September,2228,2.34488240171,0.390813733619,september,7.8446633301,True,jewellery,5.78324029392,True
111,Sports Source Asia - International Sourcing Fair for Sports Equipment and Sports Apparel,Sports Source Asia (SSA),5442,1.22825194625,0.17546456375,apparel,6.7948412056,False,sport,6.10169402504,True
112,"The Kingpins Show, Hongkong",Shenzhen-Hongkong-Macau International Auto Expo,5286,0.574001475374,0.287000737687,hongkong,9.0974262986,True,show,3.21549763856,False
113,Vinexpo Asia-Pacific ,VINEXPO ASIA-PACIFIC,4749,1.67537527103,0.558458423676,vinexpo,8.69196119049,True,pacific,6.7948412056,True
114,Vitafoods Asia - The global nutraceutical event,R+T Asia 2012,705,0.876795633412,0.175359126682,nutraceutical,8.69196119049,False,vitafoods,8.40427911804,False
115,ANDEAN GAMING TRADE SHOW (FADJA),TOKYO GAME SHOW 2012,1790,1.05572900022,0.351909666739,game,6.61251964881,True,trade,3.43968776244,False
116,"Colombiaplast Expoempaque - Plastics, Rubber and Petrochemical International Trade Fair & Packaging International Trade Fair",International Trade Fair No.1 for Plastics and Rubber Worldwide(K 2013 ),2130,1.57283850629,0.224691215185,petrochemical,7.71113193748,False,rubber,6.26421295454,True
117,FERIA M&M TECNOLOGICA E INDUSTRIAL,14th International Industrial Forum,3784,0.551800886915,0.275900443457,feria,9.0974262986,False,industrial,5.30193710943,True
118,LAAE - LATIN AMERICAN AMUSEMENT EXPO,Amusement Expo,635,1.28267001734,0.320667504335,amusement,7.59334890182,True,latin,7.59334890182,False
119,TecnoMultimedia InfoComm - Colombia,InfoComm International(InfoComm 2012),1436,0.939905423007,0.469952711503,colombia,9.0974262986,False,infocomm,8.69196119049,True
120,COLOMBIAMODA - Fashion Fair,CHINA FASHION FAIR,908,1.15678970526,0.385596568418,colombiamoda,9.0974262986,False,fashion,5.06318566044,True
121,International Motorcycle Show in Colombia - Feria de Las 2 Ruedas Colombia,Vancouver  Motorcycle Show 2012(V.I.M.S.),6196,0.912992155654,0.130427450808,colombia,9.0974262986,False,feria,9.0974262986,False
122,AFRO PACKAGING,Afro Packaging 2013 - The International Packaging Exhibition in Egypt (Afro Packaging),4180,1.00546279961,0.502731399806,afro,9.0974262986,True,package,5.17545296232,True
123,Agrena - International Exhibition for the Administration & Production of Poultry & Livestock,ZOOTECHNIA 8th International Fair for livestock & poultry(ZOOTECHNIA),5103,1.09608113835,0.182680189725,administration,9.0974262986,False,poultry,7.48798838616,True
124,AUTOEMCH-FORMULA - Cairo International Motor Show,Cairo International Motor Show (AUTOMECH FORMULA 2016),2455,1.64278242208,0.328556484416,formula,8.69196119049,True,cairo,7.48798838616,True
125,CAIRO ICT,Cairo ICT 2012,3833,1.37957388335,0.689786941675,ict,7.8446633301,True,cairo,7.48798838616,True
126,CARIO BUILD - International Building and Construction Exhibition,The 8th International Building & Construction Exhibition   (Libya Build 2012),4187,1.26237882235,0.315594705587,construction,5.05437503076,True,build,4.80014089238,True
127,ELECTRICX - The Middle East & Africa Power & Energy Exhibition,Power & Energy Africa 2012,4681,1.67194807156,0.278658011927,middle,6.00638384524,False,power,5.54207823711,True
128,"ITCE - Pan-Arab African Exhibition for Textile, Embroidery and Sewing Machinery, Accessories and Finished Products",International Exhibition for Textile Machinery,2874,1.60791689106,0.133993074255,itce,9.0974262986,False,embroidery,8.69196119049,False
129,"MACTECH - International Exhibition for Machine Tools, Hand Tools, Welding & Cutting Equipment","12th International Exhibition for Machine Tools, Industrial Tools, Welding & Cutting Equipment(MACTECH 2012)",2160,2.33880943889,0.259867715432,mactech,9.0974262986,True,hand,7.39267820636,False
130,PLASTEX - International Plactics Exhibition,2nd Caspian International Plastics and Rubber Exhibition(PLASTEX CASPIAN 2012),5857,0.815192412726,0.271730804242,plastex,7.99881400993,True,exhibition,2.56291098043,True
131,ONS,International Fair to children and youth of Valencia(FIV - ExpoJove),1,0.0,nan,NoWord,0.0,False,NoWord,0.0,False
132,ARCHITECT EXPO,ARCHITECT EXPO(ARCHITECT),2574,1.25693817207,0.628469086033,architect,8.69196119049,True,expo,2.77755768952,True
133,Asia Pacific Coatings Show (Thailand) (),Asia Pacific Coatings Show 2016(APCS 2016),3146,1.4279907104,0.285598142079,coat,6.84613449999,True,pacific,6.7948412056,True
134,Asian Paper ,ASIAN PAPER 2012(AP),2086,1.00070629085,0.500353145425,paper,6.84613449999,True,asian,6.49473661315,True
135,Assembly Technology - International Integrated Manufacturing Technology Exhibition,Assembly Technology 2012,1485,1.29245354995,0.215408924991,assembly,7.71113193748,True,integrate,7.71113193748,False
136,Automechanika Thailand,Automechanika Shanghai (Automechanika Shanghai),2215,0.815545918479,0.40777295924,automechanika,7.2256241217,True,thailand,6.61251964881,False
137,Automotive Manufacturing - Asean Machinery Expo for Automotive Parts Manufacturing,Automotive Manufacturing 2012,1483,1.34659264057,0.224432106761,asean,7.01798475692,False,part,6.26421295454,False
138,Bangkok Bike,Trade Fair FOR BIKES (FOR BIKES),5599,0.862410008434,0.431205004217,bike,7.39267820636,True,bangkok,7.2256241217,False
139,BEYOND BEAUTY ASEAN �V BANGKOK,BEYOND BEAUTY ASEAN - BANGKOK 2014,3169,1.91417164162,0.478542910404,beyond,8.40427911804,True,bangkok,7.2256241217,True
140,BIG+BIH - Bangkok International Gifts & Housewares Fair,The 35th BIG+BIH - Bangkok International Gift Fair and Bangkok International Houseware Fair 2013(BIG+BIH 2013),2553,1.78746922138,0.255352745911,bih,8.69196119049,True,housewares,7.48798838616,False
141,BIL - Bangkok International Leather Fair,Bangkok International Fashion Fair & Bangkok International Leather Fair 2012(BIFF&BIL 2012),2417,1.56943763066,0.313887526131,bil,9.0974262986,True,bangkok,7.2256241217,True
142,Book Expo Thailand ,LED Expo Thailand 2015,1149,0.92125356508,0.307084521693,thailand,6.61251964881,True,book,6.49473661315,False
143,Commart Thailand,LED Expo Thailand 2015,1149,0.648749427841,0.648749427841,thailand,6.61251964881,True,thailand,6.61251964881,True
144,"COSMEX - ASEAN's Only Exhibition on Cosmetic Manufacturing, Processing Technologies, packaging, Labeling and Contract Manufacturing Serives",Prototype and Contracted Manufacturing Exhibition 2015,288,1.10717761923,0.110717761923,cosmex,9.0974262986,False,cosmetic,7.59334890182,False
145,CosmoBeaute Thailand,Cosmobeaute Myanmar 2014,2002,0.779284168586,0.389642084293,cosmobeaute,8.40427911804,True,thailand,6.61251964881,False
146,E & E - Bangkok Electric and Electronics Exhibition,The 5th - Bangkok Electric and Electronics 2013 (BKK E&E 2013),4267,1.22498259638,0.306245649094,bangkok,7.2256241217,True,electric,6.45836896898,True
147,EcoLightTech Asia - International Tradeshow for Green Technologies & Innovations in Lighting,3rd International Tradeshow for Green Technologies & Innovations in Lighting(EcolightTech Asia 2015),3812,2.51169882972,0.313962353715,ecolighttech,9.0974262986,True,tradeshow,7.99881400993,True
148,Fastener Fair Thailand - International Exhibiton for Fastener and Fixing Technology,Fastener Fair India 2013 - International Exhibition for Fastener and Fixing Technology(Fastener Fair India),4145,1.76327754516,0.251896792165,exhibiton,7.99881400993,False,fix,7.99881400993,True
149,"Food & Hotel Thailand (FHT) - International Food, Drinks, Hotel, Catering, Bakery & Franchising Exhibition","The 20th International Exhibition of Food & Drink,Hotel, Bakery, Restaurant & Food service Equipment, Supplies & Services(FOOD & HOTEL THAILAND 2011)",3010,1.55793966005,0.155793966005,fht,9.0974262986,False,bakery,6.7948412056,True
150,FOOD PACK ASIA - Food Processing and Packaging,The 23rd Malaysia International Food Processing & Packaging Exhibition 2012( M'SIA- PACK 2012),2824,1.27255864324,0.254511728648,pack,6.26421295454,True,process,5.20560600049,True
