dataId,query,matchResult,showId,Score,ScoreStd,hit1,hitw1,contain_hit1,hit2,hitw2,contain_hit2
34,China Tex Expo Shenzhen (Autumn),Yarn Expo Autumn,2453,0.886804287061,0.177360857412,tex,8.18113556672,False,shenzhen,6.49473661315,False
35,CHTF China Hi-Tech Fair - ELEXCON (FPD EXPO China) - Photo-electronics and FPD Products & Technology Expo(),China Sourcing Fair: Electronics(China Sourcing Fair),2266,1.30474003462,0.130474003462,fpd,8.69196119049,False,photo,8.40427911804,False
36,CIOE - China International Optoelectronics Exposition,The China International Optoelectronic Exposition (CIOE)(CIOE 2012),3000,1.37884890517,0.275769781034,optoelectronics,9.0974262986,False,cioe,8.69196119049,True
37,CMEF Spring - China Medical Equipment Fair,China International Medical Equipment Fair(CMEF Spring 2012),1163,2.21247313663,0.368745522772,cmef,8.69196119049,True,medical,5.43386465247,True
38,Dowell International Laser Exhibition,Laser Expo 2013(Laser Expo 2013),959,0.864840406044,0.288280135348,laser,7.39267820636,True,exhibition,2.56291098043,False
39,IIC-China,International IC-China Conference & Exhibition ( Shenzhen)(IIC China),4286,0.810320213021,0.405160106511,iic,9.0974262986,True,china,3.43099961048,True
40,"International China Electronics Fair (CEF), Shenzhen()",China Electronics Fair (CEF) Spring Shenzhen(China Electronics Fair ),2164,1.92504557625,0.320840929374,cef,8.69196119049,True,shenzhen,6.49473661315,True
41,International Jewellery Fair,The 13th Beijing International Jewellery Fair(BEIJING JEWELLERY FAIR 2012),2512,0.97443155994,0.32481051998,jewellery,5.78324029392,True,fair,2.64537734416,True
42,International Printed Circuit & Electronics Assembly Fair,Printed Electronics Asia 2012,6049,1.19589291757,0.199315486262,circuit,8.18113556672,False,assembly,7.71113193748,False
43,Intertextile Pavilion Shenzhen - Shenzhen International Trade Fair for Apparel Fabrics and Accessories,Intertextile Shanghai Apparel Fabrics - China International Trade Fair for Apparel Fabrics and Accessories(Intertextile Shanghai ),2231,2.23122410401,0.247913789335,pavilion,9.0974262986,False,intertextile,7.8446633301,True
44,IOTE - Shenzhen International Internet of Things Technologies and Applications Exhibition,Shenzhen International Internet of Things Technologies & Application Exhibition 2012(IOTE 2012),2184,2.18439283363,0.273049104203,iote,9.0974262986,True,things,8.69196119049,True
45,IPC & EMBEDDED EXPO,embedded world 2015,607,0.79898424435,0.26632808145,ipc,8.69196119049,False,embed,7.8446633301,True
46,SCAF,International Fair to children and youth of Valencia(FIV - ExpoJove),1,0.0,nan,NoWord,0.0,False,NoWord,0.0,False
47,Shenzhen Lingerie Fair,Shenzhen International Jewelry Fair,3076,0.933300302152,0.311100100717,lingerie,7.8446633301,False,shenzhen,6.49473661315,True
48,SIMM - Shenzhen International Machinery & Mould Industry Exhibition(),Shenzhen International Machinery Manufacturing Industry Exhibition(SIMM2015),4098,1.406082068,0.200868866857,simm,8.69196119049,True,mould,7.48798838616,False
49,China Drugstore & Life Care Show ,Japan Drugstore Show 2012,665,1.12966030508,0.225932061017,drugstore,9.0974262986,True,life,6.90020172126,False
50,Suzhou International Machine & Mould Exhibition,International Exhibition of Machine Building(MACHINE BUILDING),6023,1.26205481394,0.252410962788,suzhou,8.69196119049,False,mould,7.48798838616,False
51,Suzhou PCB Conference Prospecting China Sustainability to the PCB Industry ,Suzhou PCB Show  &  Suzhou SMT Show,2638,1.14368915711,0.190614859518,suzhou,8.69196119049,True,pcb,8.40427911804,True
52,APCC- Asia Pacific Cancer Conference,International Maritime Exhibition & Conference(Asia Pacific Maritime ),2445,1.28020939612,0.32005234903,cancer,9.0974262986,False,pacific,6.7948412056,True
53,China International Exhibition For Copper Industry,The 6th China International Exhibition for Copper Industry(CuChina 2012),4572,1.35873535997,0.271747071995,copper,8.40427911804,True,industry,4.03483126557,True
54,China North Int'l Bicycle and E-Bike Exhibition,5th International Fair of Bicycle Industry KIELCE BIKE-EXPO(KIELCE BIKE-EXPO),3255,0.973516233914,0.162252705652,bicycle,8.40427911804,True,bike,7.39267820636,True
55,NA(),International Fair to children and youth of Valencia(FIV - ExpoJove),1,0.0,nan,NoWord,0.0,False,NoWord,0.0,False
56,TFTF - China Tianjin International Food Trade Fair,International Food Fair,4628,1.64937438691,0.274895731152,tianjin,8.40427911804,False,food,4.28118514253,True
57,CWME - International Machinery & Electronic Products Exposition,International Exhibition for Textile Machinery,2874,0.848172251487,0.169634450297,electronic,6.6995310258,False,exposition,5.52789360212,False
58,PHARMCHINA (Spring)(),spring Fair International,215,0.839947473906,0.419973736953,pharmchina,8.69196119049,False,spring,5.14618258002,True
59,The National Sugar and Alcoholic Commodities Trade Fair (October)(),The 47th national new drugs Commodities Fair (New Drugs China),4254,0.994710559419,0.165785093237,october,8.18113556672,False,sugar,7.8446633301,False
60,Wuhan China International Heating Ventilation and Air Conditioning Heat Pump Energy Saving Technology Exhibition,International Trade Fair Refrigeration - Air Conditioning - Ventilation - Heat Pumps (Chillventa),3356,1.80653421956,0.150544518297,wuhan,9.0974262986,False,pump,7.2256241217,True
61,Wuhan food exposition and trade fair,International Food Fair,4628,1.27782179683,0.255564359365,wuhan,9.0974262986,False,exposition,5.52789360212,False
62,PHARMCHINA (Autumn)(),AUTUMN FAIR 2015,1698,0.779729296362,0.389864648181,pharmchina,8.69196119049,False,autumn,5.69622891694,True
63,China Xiamen International  Food Procurement Fair (),International Food Fair,4628,1.64937438691,0.274895731152,procurement,8.69196119049,False,xiamen,7.2256241217,False
64,China Xiamen International Buddhist Items & Crafts Fair,China Xiamen International Buddhist Items & Crafts Fair (XICEC),3966,2.09784206641,0.299691723773,buddhist,7.99881400993,True,items,7.8446633301,True
65,CMEF Autumn - China Medical Equipment Fair,China International Medical Equipment Fair(CMEF Autumn),2144,2.2534957883,0.375582631383,cmef,8.69196119049,True,autumn,5.69622891694,True
66,Stone - China Xiamen International Stone Fair,Xiamen Stone Fair 2012,518,1.57892917661,0.315785835321,xiamen,7.2256241217,True,stone,6.12701183303,True
67,PM - Powder Metallurgy World Congress & Exhibition,Rice Powder Industry Exhibition 2012,5808,0.856093800568,0.171218760114,powder,7.99881400993,True,metallurgy,7.59334890182,False
68,CWIEME China - China West International Equipment Manufacturing Exhibition(),The 15 th China West International Equipment Manufacturing Exposition (cwieme 2012),5338,1.62728540937,0.232469344196,cwieme,8.40427911804,True,west,6.23522541767,True
69,West Forum - The Trade & Investment Forum for Cooperation between East & West China,2017 Silk Road International Exposition and the 21st Investment and Trade Forum for Cooperation between East and West China,6397,1.81774826518,0.259678323597,cooperation,8.40427911804,True,investment,6.65507926323,True
70,Xian China International Exhibition on Heat and Warm Supply �� HVAC Technological Equipments(),International HVAC & R Exhibition(C & R),438,1.4853545189,0.165039390989,warm,9.0974262986,False,technological,8.69196119049,False
71,China Yiwu International Forest Products Fair,The 7th China Yiwu Cultural Products Trade Fair(Yiwu Fair),1063,1.27545017592,0.21257502932,yiwu,7.8446633301,True,forest,7.8446633301,False
72,Chinese Mushroom Days,INDUSTRY DAYS - the Future of Industry(INDUSTRY DAYS),1119,0.656770981247,0.328385490623,chinese,7.99881400993,False,days,7.15151614954,True
73,China International Auto Aftermarket and China Auto Accessories Trade Fair(),CIAAF 2013 - China (Zhengzhou) International Auto Aftermarket Fair (CIAAF 2013),1525,1.27108363102,0.181583375859,aftermarket,7.59334890182,True,auto,5.6316903958,True
74,CIFEX/RemaxAsia Expo(),8th e-Expo,3931,0.470030099386,0.470030099386,expo,2.77755768952,True,expo,2.77755768952,True
75,Automechanika Shanghai,Automechanika Shanghai (Automechanika Shanghai),2215,1.39423828481,0.697119142406,automechanika,7.2256241217,True,shanghai,5.12713438505,True
76,CAS - China Auto Salon (China Shanghai Modification Automobile Exhibition)(),The 10th China (Guangzhou) International Automobile Exhibition(Auto Guangzhou 2012),3776,1.45674272484,0.242790454139,automobile,7.39267820636,True,salon,6.00638384524,False
77,"CeMAT ASIA - International Exhibition for Materials Handling, Automation Technology, Transport Systems and Logistics","CeMAT ASIA 2012 - International Exhibition for Materials Handling, Automation Technology, Transport Systems and Logistics(CeMAT ASIA 2012)",3595,3.12768911526,0.284335374115,cemat,7.71113193748,True,handle,6.49473661315,True
78,CHINA BEAUTY EXPO - International Beauty & Cosmetics Expo(),CHINA BEAUTY EXPO 2012-THE 17th INTERNATIONAL BEAUTY & COSMETICS(CHINA BEAUTY EXPO 2012),1251,1.69555415724,0.339110831447,cosmetics,6.12701183303,True,beauty,5.43386465247,True
79,China Cycle - China International Bicycle & Motor Fair,The 23rd China International Bicycle & Motor Fair(CHINA CYCLE 2013),2224,1.94232189083,0.323720315138,bicycle,8.40427911804,True,cycle,7.99881400993,True
80,CHINA PHARM - China International Pharmaceutical Industry Exhibition (Shanghai)(),The 17th China International Pharmaceutical Industry Exhibition China International Pharmaceutical Industry Forum(CHINA-PHARM),3882,1.81390261525,0.259128945036,pharm,7.99881400993,True,pharmaceutical,6.35658627467,True
81,"CHINACOAT - China International Exhibition for Coatings, Printing Inks & Adhesives","The 17th China International Exhibition for Coatings, Printing Inks and Adhesives (CHINACOAT2012) (CHINACOAT2012)",2198,1.96639965254,0.280914236077,ink,9.0974262986,True,adhesives,9.0974262986,True
82,"CIHS - China International Hardware Show - Trade Fair for Tools, DIY and Building Hardware, Security Systems, Locks and Fittings",China International Hardware Show 2012(CIHS),3494,1.93532675707,0.138237625505,cihs,9.0974262986,True,lock,9.0974262986,False
83,CISMA - China International Sewing Machinery & Accessories Show(CISMA),China International Sewing Machinery & Accessories Show 2015(CISMA 2015),4345,2.32181648626,0.331688069466,cisma,9.0974262986,True,sew,7.99881400993,True
84,GDSF - Global Digital Surveillance Forum (Shanghai)(),GLOBAL SHOES (GLOBAL SHOES),5150,0.689024696001,0.1378049392,surveillance,9.0974262986,False,digital,7.15151614954,False
85,"International China Electronics Fair (CEF), Shanghai()",China Electronics Fair (CEF) Spring Shenzhen(China Electronics Fair ),2164,1.45764898473,0.242941497455,cef,8.69196119049,True,electronics,5.48650838595,True
86,Intertextile Shanghai Apparel Fabrics - China International Trade Fair for Apparel Fabrics and Accessories(Intertextile),Intertextile Shanghai Apparel Fabrics - China International Trade Fair for Apparel Fabrics and Accessories(Intertextile Shanghai ),2231,2.78301794212,0.309224215791,intertextile,7.8446633301,True,fabrics,6.7948412056,True
87,Intertextile Shanghai Home Textiles - Autumn-International Trade Fair for Home Textiles and Accessories ,China International Home Textiles and Accessories Fair(Spring & Summer)(Intertextile- shanghai home textiles),3939,2.09786413168,0.233096014632,intertextile,7.8446633301,True,textiles,6.74605104143,True
88,Screen Printing & Digital Printing China,Brasil Screen & Digital Show,5789,1.15170191317,0.287925478292,screen,8.69196119049,True,digital,7.15151614954,True
89,SMTCE- China (International) Small Motor Technology Conference & Exhibition(),The 10th (Shenzhen) China International Small Motor & Electric Machinery Exhibition,1214,1.37778282713,0.196826118161,small,7.8446633301,True,motor,6.35658627467,True
90,C&R Expo China - Care & Rehabilitation Expo China,"Care Prevention , Rehabilitation & Care Industry Expo(RE-CARE JAPAN)",1640,1.15638258036,0.28909564509,rehabilitation,6.65507926323,True,care,5.94042587745,True
91,CIMT - China International Machine Tool Exhibition,The 14th China International Machine Tool  Show(CIMT 2015),940,1.74810383349,0.291350638916,cimt,9.0974262986,True,machine,5.60091873713,True
92,HOBBY EXPO CHINA (Beijing)(),"China Education Expo 2012, Beijing(China Education Expo)",3509,1.22049523032,0.30512380758,hobby,7.48798838616,False,beijing,5.82028156561,True
93,International Cultural & Creative Industry Expo,Creative Expo Taiwan,983,1.0308339248,0.206166784959,cultural,8.40427911804,False,creative,7.71113193748,True
94,The National Sugar and Alcoholic Commodities Trade Fair (March)(),The 47th national new drugs Commodities Fair (New Drugs China),4254,0.994710559419,0.165785093237,march,8.40427911804,False,sugar,7.8446633301,False
95,Exhibition of Lijia International machinery - CHENGDU-,International Exhibition for Textile Machinery,2874,1.16557015741,0.233114031481,lijia,8.69196119049,False,chengdu,7.99881400993,False
96,China (Kunshan) Brand Products Import Expo(),"China Brand Products Import Expo, Kunshan 2014(CIE)",1209,1.92779390419,0.321298984032,kunshan,9.0974262986,True,brand,7.30566682937,True
97,"DMP - China Dongguan International Mould and Metalworking Exhibition Plastics, Packaging and Rubber Exhibition","15th China Dongguan International Mould, Metalworking, Plastics, Packaging & Rubber Exhibition(DMP 2013)",3846,2.78682745147,0.278682745147,dmp,9.0974262986,True,dongguan,7.8446633301,True
98,CIPM - China International Pharmaceutical Machinery Exposition()(),P-MEC PHARMACEUTICAL MACHINERY & EQUIPMENT CONVENTION CHINA(P-MEC China 2012),1480,1.03038234187,0.206076468375,pharmaceutical,6.35658627467,True,exposition,5.52789360212,False
99,Agriculture & Food Expo Harbin,Myanmar Agriculture and Food Exhibition and Conference,408,0.992586298626,0.248146574656,harbin,8.69196119049,False,agriculture,6.2070545407,True
100,China International Automotive Aftermarket Industry and Tuning (Guangzhou) Trade Fair,The 8th China International Automotive Aftermarket Industry & Tuning (Guangzhou) Trade Fair(AAITF 2012),312,2.28338682276,0.253709646973,tune,8.40427911804,True,aftermarket,7.59334890182,True
101,CIEF Phase 1 - China Import and Export Fair Phase 1 (Spring)��(),China Import and Export Fair (Phase 2)(the 117th Canton Fair),2217,1.60660169002,0.267766948336,phase,8.40427911804,True,export,7.2256241217,True
102,CIPS - China International Pet Show - International Pet and Aquarium trade show in Asia,The 16th China International Pet Show (CIPS 2012),3688,1.76068326531,0.220085408164,cips,8.69196119049,True,aquarium,8.69196119049,False
103,GBE-Guangdong International Beauty Expo (Autumn)(),BEAUTY INTERNATIONAL (Beauty International ),801,1.28520600933,0.214201001556,gbe,9.0974262986,False,guangdong,8.69196119049,False
104,GBE-Guangzhou International Beauty Expo (Autumn)��(),The 36th Guangzhou International Beauty Expo Spring 2012(GBE China),575,1.53174443772,0.25529073962,gbe,9.0974262986,True,autumn,5.69622891694,False
105,"Guangzhou International Food & Beverage, Hotel Equipment & Supplies Exhibition()",The 19th Guangzhou International Hotel Equipment and Supply Exhibition,6189,2.03699539408,0.254624424259,beverage,6.45836896898,False,hotel,5.89875318105,True
106,Guangzhou International Lighting Exhibition,Guangzhou International Lighting Exhibition & Electrical Building Technology,1413,1.2845973436,0.321149335899,light,5.82028156561,True,guangzhou,5.24727869689,True
107,"INTERMACH - International Fair of Technology, Machinery, Equipment and Services for the Metal-mechanic and Plastics Industry","International Fair of Machinery, Equipment and Services for Industry(EMAF)",3803,1.71329107014,0.155753733649,mechanic,9.0974262986,False,intermach,8.69196119049,False
108,FENIBAT - National and International Lead-Acid Bateries Fair,International LED Expo 2012(LED EXPO 2012),1530,1.09651543574,0.274128858935,lead,6.2070545407,True,national,6.07700141245,True
109,BRASIL OFFSHORE - International Offshore Oil & Gas Trade Show and Conference,Brasil Offshore | Oil & Gas Exhibition and Conference,1470,2.15592692911,0.269490866139,offshore,7.2256241217,True,brasil,7.2256241217,True
110,"FIMEC - International Exhibition for the Leather, Chemicals, Components and Machinery for Footwear & Tanneries","Fimec 2014 - International Fair for Leather, Chemical Products, Components, Machines, and Equipment for Footwear and Tanneries(Fimec )",2208,1.87903487563,0.208781652848,tanneries,9.0974262986,True,fimec,9.0974262986,True
111,OTC Brasil,Offshore Technology Conference and Exhibition(OTC),2588,0.692169991957,0.346084995979,otc,9.0974262986,True,brasil,7.2256241217,False
112,ABTA Expo & Conference,Clean Technology 2012 Conference & Expo(Clean Technology 2012),5907,0.72656539655,0.363282698275,conference,4.01913235603,True,expo,2.77755768952,True
113,Wire South America - International Wire and Cable Fair,International Wire and Cable Fair(wire South America 2015),1816,2.1881021635,0.364683693917,cable,7.48798838616,True,wire,7.30566682937,True
114,Salao Duas Rodas,"Salao Duas Rodas - International Motorcycles, Bicycles, Parts, Equipment and Apparel Trade Show",4374,1.19604191784,0.398680639281,rodas,9.0974262986,True,duas,9.0974262986,True
115,"AUTOMEC - HEAVY & COMMERCIAL - International Trade Fair Specialized in Autoparts, Equipments and Services for Vehicles","3rd International Trade  Fair Specialized in Autoparts, Equipment and Services for  Vehicles(Automec 2012 Heavy & Commercial)",1013,2.7636638905,0.251242171863,automec,9.0974262986,True,autoparts,8.18113556672,True
116,"AUTOMEC - HEAVY & COMMERCIAL - International Trade Fair Specialized in Autoparts, Equipments and Services for Vehicles ","3rd International Trade  Fair Specialized in Autoparts, Equipment and Services for  Vehicles(Automec 2012 Heavy & Commercial)",1013,2.7636638905,0.251242171863,automec,9.0974262986,True,autoparts,8.18113556672,True
117,Brazil Welding Show / Corte & Conformacao de Metais - Metal Forming and Fabricating Exhibition,MF-Tokyo 2013 Metal Forming & Fabricating Fair Tokyo(MF-Tokyo 2013),1605,1.3171206491,0.164640081138,fabricate,9.0974262986,True,form,8.40427911804,True
118,CeMAT SOUTH AMERICA - International Trade Fair for Materials Handling and Logistics,CeMAT South America 2013 - International Materials Handling and Logistics Trade Fair,1172,2.76725164843,0.307472405381,cemat,7.71113193748,True,handle,6.49473661315,True
119,China Sourcing Fair: Electronics (Sao Paulo) (),China Sourcing Fair: Electronics(China Sourcing Fair),2266,1.91934583017,0.319890971695,paulo,7.99881400993,False,sao,7.8446633301,False
120,China Sourcing Fair: Garments & Textiles  (Sao Paulo) (),China Sourcing Fair: Garments & Textiles(China Sourcing Fair),4150,2.12691679566,0.303845256523,paulo,7.99881400993,False,sao,7.8446633301,False
121,China Sourcing Fair: Hardware & Building Materials (Sao Paulo) (),China Sourcing Fair: Hardware & Building Materials,4441,2.35921891043,0.294902363804,paulo,7.99881400993,False,sao,7.8446633301,False
122,ExpoSec - Specialized Exhibition on Electronical Security Systems,Exposec 2012 - International Security Fair(Exposec),1260,1.28419953275,0.25683990655,exposec,9.0974262986,True,systems,5.96193208267,False
123,FEIPLASTIC - International Plastic Trade Fair,Feiplastic 2013 - International Plastic Trade Fair,812,1.88184515106,0.376369030212,feiplastic,9.0974262986,True,plastic,6.90020172126,True
124,"FIEE ELETRICA-International Electrical, Energy and Automation Industry Trade Fair(FIEE)",International Trade Fair Energy & Construction,4403,1.52716922038,0.190896152547,fiee,9.0974262986,False,electrical,6.17965556651,False
125,FISPAL Tecnologia - International Fair of Packaging and Processes for the Food and Beverage Industries,"Fispal Tecnologia - the International Packaging, Processing and Logistics Trade Show(Fispal Tecnologia )",1529,1.8234373673,0.202604151922,fispal,8.69196119049,True,tecnologia,8.40427911804,True
126,"HAIR BRASIL - International Beauty, Hair and Esthetics Fair","11th International Beauty, Hair and Esthetics Fair(Hair Brasil )",1000,2.10088017466,0.350146695777,esthetics,7.99881400993,True,brasil,7.2256241217,True
127,"HOSPITALAR - International Fair of Products, Equipment and Services for Hospitals, Health Clinics and Laboratories","HOSPITALAR  2012 - 19th International Fair of Products, Equipment, Services and Tecnology of Hospitals, Laboratories, Pharmacies, Health Clinics and Medical Offices(HOSPITALAR )",1177,2.18601447076,0.218601447076,hospitalar,9.0974262986,True,clinics,9.0974262986,True
128,House & Gift Fair South America,47th House & Gift Fair South America,2847,1.81123930153,0.362247860306,house,6.23522541767,True,america,6.07700141245,True
129,NETCOM - Networking & Telecom Exhibition,"COMEX 2017 - IT, Telecom & Technology Exhibition & Conference",5594,0.733916947525,0.244638982508,telecom,7.8446633301,True,network,7.48798838616,False
130,Tecnotextile Brasil,Alimentaria Brasil 2013,4882,0.634112540256,0.634112540256,brasil,7.2256241217,True,brasil,7.2256241217,True
131,"TUBOTECH - International Trade Fair for Tubes, Fittings and Components","TUBOTECH 2013 - VII International Fair of Pipes, Valves, Pumps, Fittings and Components(TUBOTECH)",1817,1.2845709163,0.183510130899,tubotech,9.0974262986,True,tube,7.48798838616,False
132,ACCCSA - ACCCSA Convention & Exposition Panama ,PMA Fresh Summit International Convention & Exposition,3391,0.730222100845,0.243407366948,panama,8.40427911804,False,convention,6.26421295454,True
133,EXPOCOMER - International Commercial Trade Fair,International Commercial Exposition(EXPOCOMER),2422,1.40224921865,0.280449843731,expocomer,9.0974262986,True,commercial,6.90020172126,True
134,Latin American & Caribbean Tyre Expo,Latin American & Caribbean Tyre Expo(Latin Tyre Expo),1447,2.12793996575,0.425587993151,caribbean,9.0974262986,True,tyre,7.8446633301,True
135,FOODEX JAPAN - International Food & Beverage Exhibition,FOODEX JAPAN 2012 (The 37th International Food and Beverage Exhibition) (FOODEX JAPAN 2012),548,1.89296464045,0.315494106742,foodex,8.18113556672,True,beverage,6.45836896898,True
136,GARDEX EXPO,6th International Garden Expo Tokyo2012(GARDEX),1858,0.752606943174,0.376303471587,gardex,9.0974262986,True,expo,2.77755768952,True
137,Inter BEE-International Broadcast Equipment Exhibition,International Broadcast Equipment Exhibition 2012(Inter BEE 2012),5486,2.16650374075,0.361083956792,bee,9.0974262986,True,broadcast,7.71113193748,True
138,Interpets - International Fair for a Better Life with Pets,interpets - International Fair for a Better Life with Pets(interpets),798,2.22766327751,0.371277212918,interpets,9.0974262986,True,better,8.69196119049,True
139,MOBAC - Machinery of Bakery and Confectionery Show,"MOBAC SHOW 2013 (2013 MACHINERY, MATERIALS, MARKETING OF BAKERY AND CONFECTIONERY SHOW)(MOBAC SHOW 2013)",369,1.85762824978,0.371525649957,mobac,9.0974262986,True,confectionery,7.30566682937,True
