32,opti 2018 - INTERNATIONAL TRADE SHOW FOR OPTICS & DESIGN http://www.opti.de,INTERNATIONAL TRADE SHOW FOR OPTICS & DESIGN(opti 2017) http://www.opti.de,176,2.21256122668
33,DOMOTEX 2018 http://www.domotex.de/home,DOMOTEX 2015 http://www.domotex.de/home,43,1.53751721472
34,Toronto International Boat Show http://www.torontoboatshow.com/,Toronto International Boat Show http://www.torontoboatshow.com/,109,2.27842951832
35,Expo Riva Schuh http://www.exporivaschuh.it,Expo Riva Schuh :International shoe Fair(Expo Riva Schuh) http://www.exporivaschuh.it,44,1.97688584409
36,bouw & reno http://www.bouwreno.be/,bouw & reno http://www.bouwreno.be/,45,2.10102867983
37,Imaging USA Expo http://imagingusa.org/imaging-expo/,Imaging USA (Imaging Expo) http://imagingusa.org/imaging-expo/,12,1.8857566488
38,NAIAS 2018 - North American International Auto Show http://www.naias.com/,NORTH AMERICAN INTERNATIONAL AUTO SHOW(NAIAS) http://www.naias.com/,11,2.13005620206
39,Giving & Living http://www.givingliving.co.uk/,Giving & Living http://www.givingliving.co.uk/,50,2.29435070886
40,Top Drawer S/S http://www.topdrawer.co.uk/,Top Drawer A/W http://www.topdrawer.co.uk/,3957,2.2891132655
41,CABSAT 2018 http://www.cabsat.com,CABSAT 2016 http://www.cabsat.com,695,1.17544995009
42,14th SteelFab 2018 http://www.steelfabme.com/,The 11th SteelFab 2015 http://www.steelfabme.com/default.htm,57,1.3157722143
43,CUE2018 http://www.cue.nl/,CUE2016 http://www.cue.nl/,1982,1.20703037488
44,EcoWASTE 2018 http://ecowaste.ae/Default.aspx,EcoWASTE 2016 http://ecowaste.ae/Default.aspx,55,1.72437644288
45,imm cologne 2018 http://www.imm-cologne.com/,imm cologne http://www.imm-cologne.com/,52,1.55804783192
46,WFES 2018 - World Future Energy Summit http://www.worldfutureenergysummit.com/,World Future Energy Summit 2016(WFES 2016) http://www.worldfutureenergysummit.com/,53,2.41404720101
47,SIHH 2018 - Salon International de la Haute Horlogerie http://www.sihh.org,Salon International de la Haute Horlogerie(SIHH) http://www.sihh.org,56,2.45596372492
48,"COUROMODA 2018 - 45th International Shoe, Leather Goods and Accessories Fair http://www.couromoda.com","43rd International Shoe, Leather Goods and Accessories Fair(COUROMODA 2016) http://www.couromoda.com",49,2.22905318006
49,International Water Summit 2018(IWS 2018) http://iwsabudhabi.com/,International Water Summit 2016(IWS 2016) http://iwsabudhabi.com/,54,2.05246696219
50,NATPE Miami 2018 http://www.natpe.org,NATPE Market & Conference (NATPE 2016) http://www.natpe.org,59,1.16273048154
51,Swissbau 2018 http://www.swissbau.ch,Swissbau 2016 http://www.swissbau.ch,1983,1.34924756087
52,EUROGUSS 2018 - International Trade Fair for Die Casting http://www.euroguss.de/,11th International Trade Fair for Die Casting (EUROGUSS 2016) http://www.euroguss.de/,1984,2.17011689351
53,EAG International & VAE 2018 http://www.eagexpo.com,EAG International(EAG 2016) http://www.eagexpo.com,61,1.57355722932
54,IF Wedding Fashion Izmir 2018 http://ifwedding.izfas.com.tr/#,IF Wedding Fashion Izmir 2017 http://ifwedding.izfas.com.tr/#,235,2.67439047178
55,Marca 2018 - Private Label Conference and Exhibition http://www.marca.bolognafiere.it/,Private Label Conference and Exhibition(Marca 2016) http://www.marca.bolognafiere.it/,77,2.41208767996
56,KUWAIT AVIATION SHOW(KAS 2018 ) http://kuwaitaviationshow.com/,AVIATION EXPO CHINA 2015 http://www.cpexhibition.com/aviation/,4326,0.941881477302
57,47th NEPCON JAPAN 2018 http://www.nepconjapan.jp/,NEPCON JAPAN 2015 http://www.nepconjapan.jp/,66,1.94644961437
58,"European Fair for Window, Door, Sunprotection, Entrance and Facade Technology(Polyclose) http://www.polyclose.be","European Fair for Window, Door, Sunprotection, Entrance and Facade Technology(POLYCLOSE) http://www.polyclose.be",1985,3.02157568464
59,1st Autonomous Driving Technology Expo http://www.autonomous-drive.jp/,1st Automotive Components Processing Technology Expo http://www.actpt.jp/,85,1.11742977698
60,FITUR 2018 - International Tourism Trade Fair http://www.ifema.es/fitur_06/,International Tourism Trade Fair(FITUR 2017) http://www.ifema.es/fitur_06/,89,2.62532347143
61,Convergence of Technologies Asia 2018 (Thailand) http://www.convergence-asia.com,Convergence of Technologies Asia 2017 (Thailand) http://www.convergence-asia.com,5665,2.12274805028
62,Anfas Hotel Equipment - 29th International Exhibition of Hospitality Industry Equipments http://www.anfashotelequipment.com,28th International Exhibition of Hospitality Industry Equipments(Anfas Hotel Equipment) http://www.anfashotelequipment.com,79,2.91915387415
63,10th AUTOMOTIVE WORLD 2018 http://www.automotiveworld.jp/,Automotive World 2015 http://www.automotiveworld.jp/,82,1.95204661771
64,CAR-ELE JAPAN-10th Int'l Automotive Electronics Technology Expo http://www.car-ele.jp/,CAR-ELE JAPAN-9th Int'l Automotive Electronics Technology Expo http://www.car-ele.jp/,83,2.49406787093
65,EV JAPAN - 9th EV & HEV Drive System Technology Expo(EV JAPAN) http://www.evjapan.jp/,8th EV & HEV Drive System Technology Expo(EV JAPAN) http://www.evjapan.jp/,73,2.63772606807
66,8th Automotive Lightweight Technology Expo http://www.altexpo.jp/,7th Automotive Lightweight Technology Expo http://www.altexpo.jp/,84,2.23104537465
67,6th Connected Car JAPAN http://www.connected-car.jp/,5th Connected Car JAPAN http://www.connected-car.jp/,74,1.73141792065
68,CAR-MECHA JAPAN - 4th Automotive Components & Processing Technology Expo http://www.actpt.jp/,CAR-MECHA JAPAN - 3rd Automotive Components & Processing Technology Expo http://www.actpt.jp/,85,2.9260224692
69,2nd SMART FACTORY EXPO http://www.sma-fac.jp/,1st SMART AUTOMOTIVE FACTORY EXPO http://www.sma-fac.jp/,75,2.10767052189
70,4th WEARABLE EXPO - Wearable Device & Technology Expo http://www.wearable-expo.jp/,3rd WEARABLE EXPO - Wearable Device & Technology Expo http://www.wearable-expo.jp/,87,1.70822604639
71,RoboDEX - 2nd Robot Development & Application Expo http://www.robodex.jp/,RoboDEX - 1st Robot Development & Application Expo http://www.robodex.jp/,88,2.00468928034
72,FORMEX http://www.formex.se/,FORMEX http://www.formex.se/,2923,1.39529972701
73,47th INTERNEPCON JAPAN http://www.nepcon.jp/,44th INTERNEPCON JAPAN(NEPCON JAPAN 2015) http://www.nepcon.jp/,67,1.76766542354
74,35th ELECTROTEST JAPAN http://www.electrotest.jp/,29th ELECTROTEST JAPAN http://www.electrotest.jp/,68,1.38120660375
75,19th ELECTRONIC COMPONENTS & MATERIALS EXPO http://www.ele-expo.jp/,17th ELECTRONIC COMPONENTS & MATERIALS EXPO http://www.ele-expo.jp/,72,2.3325611605
76,PWB EXPO - 19th Printed Wiring Boards Expo(PWB 2018) http://www.pwb.jp,PWB EXPO-13th Printed Wiring Boards Expo(PWB EXPO) http://www.pwb.jp/,71,2.08423514474
77,Anfas Food Product - 25th International Trade Exhibition for Food and Beverage http://www.anfasfoodproduct.com/,Anfas Food Product- 19th International Trade Exhibition for Food(Anfas Food Product) http://www.anfasfoodproduct.com/,309,2.41841751002
78,19th IC & SENSOR PACKAGING TECHNOLOGY EXPO(ISP 2018) http://www.icp-expo.jp/,14th IC PACKAGING TECHNOLOGY EXPO(ICP) http://www.icp-expo.jp,69,2.05169808264
79,8th FINE PROCESS TECHNOLOGY EXPO http://www.fp-expo.jp/,6th FINE PROCESS TECHNOLOGY EXPO http://www.fp-expo.jp,70,2.31823781976
80,10th LED & LASER DIODE TECHNOLOGY EXPO(L-tech) http://www.light-technology.jp/,6th LED/OLED Lighting Technology Expo (Light-Tech ) http://www.light-technology.jp/,86,1.92106465738
81,2018 Taiwan New Year Market Fair http://www.twtcshopfair.com.tw/,TAIWAN NEW YEAR MARKET FAIR http://www.twtcshopfair.com.tw/,39,2.70335110893
82,MBE - Motor Bike Expo http://www.motorbikeexpo.it/,Motor Bike Expo(MBE) http://www.motorbikeexpo.it/,110,2.41514470471
83,Atlanta Boat Show 2018 http://www.atlantaboatshow.com,Atlanta Boat Show http://www.atlantaboatshow.com,40,2.12878738455
84,Creativation http://www.creativationshow.org/,Creativation http://www.creativationshow.org/,96,1.76221720081
85,IDS 2018 -  Interior Design Show http://www.interiordesignshow.com/,Interior Design Show (IDS) http://www.interiordesignshow.com/,97,2.34944107408
86,16th International African- Arabian Exhibition for Plastics Industries(Plastex 2018) http://www.plastex-online.com,The 15th International African- Arabian Exhibition for Plastics Industries(PLASTEX 2016) http://www.plastex-online.com,1986,2.58397248944
87,Souvenir Show 2018 Spring http://kankoubussan.jimdo.com/,Souvenir Show 2016 Spring(Souvenir Show ) http://kankoubussan.jimdo.com/,58,2.13600263185
88,GO - REGIONTOUR 2018 - International Travel Fair & International Fair for Regional Tourism http://www.bvv.cz/en/go-regiontour/,International Travel Fair & International Fair for Regional Tourism(GO - REGIONTOUR 2017) http://www.bvv.cz/en/go-regiontour/,100,2.86004139327
89,INDUS FOOD 2018 - GLOBAL FOOD & BEVERAGE  SHOW OF INDIA http://www.indusfood.co.in/,Annapoorna-World of Food India 2012(Food & Beverage 2012) http://www.worldoffoodindia.com,3156,1.32091971028
90,FHW India - Food Hospitality World Mumbai http://www.fhwexpo.com,Food Hospitality World Mumbai(FHW Mumbai 2016) http://www.fhwexpo.com,98,2.34490722688
91,MAISON&OBJET PARIS http://www.maison-objet.com/en/paris,MAISON&OBJET PARIS(M&O PARIS) http://www.maison-objet.com/en/paris,106,1.97077769554
92,BIJORHCA PARIS http://www.bijorhca.com/,BIJORHCA Paris http://www.bijorhca.com,117,1.46878390698
93,T-Gold 2018 http://www.vicenzafiera.it/en/fairs/t-gold,T-Gold 2016 http://www.vicenzafiera.it/it/fiere/t-gold,111,1.59344023339
94,International Green Week Berlin(IGW) http://www.gruenewoche.de/,International Green Week Berlin(IGW) http://www.gruenewoche.de/en/,112,2.53928314111
95,Japan Fishing Show 2018 http://www.fishingshow.jp/,Japan Fishing Show 2016 http://www.fishingshow.jp/,114,2.14386960098
96,PREMIERE CLASSE http://www.premiere-classe.com/,PREMIERE CLASSE http://www.premiere-classe.com/,107,1.57490325507
97,"Tape, Sealant & Adhesive Industry Expo 2018(TSA Expo 2018) http://www.tsaexpo.com","Tapes, Sealants & Adhesive Industry Expo 2017(TSA Expo 2017) http://www.tsaexpo.com",5700,1.74204625604
98,Lii 2018 - Light India International http://www.lii.co.in,Light India 2016 http://www.light-india.in/,3292,1.69464990059
99,hanseBAU 2018 http://www.hansebau-bremen.de/,hanseBAU 2016 http://www.hansebau-bremen.de/,105,1.58753287375
100,"Miyagi, Sendai Housing Reform Fair 2018 http://www.the-reform.co.jp/","Miyagi, Sendai Housing Reform Fair 2017 http://www.the-reform.co.jp/",126,2.47080178373
101,"SIGEP 2018 - 39th International Trade Show of Artisan Gelato, Pastry, Bakery and the Coffee World http://www.sigep.it","37th International Exhibtion for the Artisan Production of Gelato, Pastry, Confectionery and Bakery(SIGEP 2016) http://www.sigep.it",123,2.30042497681
102,boot Duesseldorf http://www.boat-duesseldorf.com/,International Boat Show Duesseldorf(boot Duesseldorf) http://www.boat-duesseldorf.com/,122,1.72755656968
103,Vivanti http://www.vivanti-messe.de/,vivanti http://www.vivanti-messe.de/,124,1.54780568075
104,IKF - 30.Internationale Kulturboerse Freiburg 2018 http://www.kulturboerse-freiburg.de/,28th Internationale Kulturboerse Freiburg 2016(IKF) http://www.kulturboerse-freiburg.de/,128,1.99318518306
105,Winter Fancy Food Show http://www.specialtyfood.com/,Winter Fancy Food Show http://www.specialtyfood.com/,127,2.34903527512
106,Scotland's Speciality Food Show http://www.scotlandsspecialityfoodshow.com/,Scotland's Speciality Food Show http://www.scotlandsspecialityfoodshow.com/,131,2.27396598103
107,Scotland's Trade Fair Spring http://www.scotlandstradefairs.co.uk/spring/,Scotland's Trade Fair Spring http://www.scotlandstradefairs.co.uk/spring/,130,2.51731319256
108,INTERSEC 2018 http://www.intersecexpo.com/,INTERSEC 2016 http://www.intersecexpo.com/,129,1.63166138958
109,Texworld USA http://texworldusa.us.messefrankfurt.com/,Texworld USA http://texworldusa.us.messefrankfurt.com/,2234,2.36087397613
110,Kish ENEX 2018 - 14th International Petro Energy Exhibition http://kishenex.ir,13th International Energy Exhibition(Kish ENEX 2017) http://kishenex.ir,18,2.30675596592
111,MMWA - Multimodal West Africa 2018 http://www.multimodalwestafrica.com,Multimodal West Africa 2017(MMWA) http://www.multimodalwestafrica.com,149,2.30785090235
112,GEVEL 2018 http://www.gevel-online.nl,GEVEL 2016 http://www.gevel-online.nl,219,1.61905287826
113,2018 SHOT Show http://www.shotshow.com/,SHOT Show http://www.shotshow.com/,60,1.8739506558
114,11th Tehran International Tourism Exhibition(T.I.T.E 2018) http://www.titexgroup.com/,10th Tehran International Tourism Exhibition(T.I.T.E 2017) http://www.titexgroup.com/,218,2.03015884968
115,IPM ESSEN http://www.ipm-essen.de/,IPM ESSEN http://www.ipm-essen.de/,141,1.65868235954
116,EVENT JAPAN 2018 http://www.intercross-com.co.jp/event-japan/,EVENT JAPAN 2016 http://www.intercross-com.co.jp/event-japan/,186,2.22807510455
117,CNR IMOB  - 14th International Istanbul Furniture Fair http://cnrimob.com/,12th International Istanbul Furniture Fair 2016(IMOB ) http://cnrimob.com/,137,2.16320327045
118,NORTEC 2018 - Manufacturing trade fair http://nortec-hamburg.de/,13th Trade Fair for Manufacturing Technology(NORTEC 2012) http://nortec-hamburg.de/en/homepage/,2326,1.72862714207
119,"LEATHER AND SHOES 2018 '1 - 35 International Specialized Exhibition of Shoes, Leather and Fur http://artexpo.ua","30th International Specialized Exhibition of Shoes, Leather and Fur(LEATHER AND SHOES 2015 '2) http://artexpo.ua",2780,2.71132325609
120,OCM2018 - 19th Specialized Exhibition of Construction Materials http://www.osmexpo.com/,18th Specialized Exhibition of Construction Materials(OCM2017) http://www.osmexpo.com/,143,1.94622272948
121,interplastica 2018 - 21st International Trade Fair Plastics and Rubber http://www.interplastica.de,19th International Trade Fair Plastics and Rubber(interplastica 2016) http://www.interplastica.de,144,2.15971009136
122,upakovka 2018 - Processing & Packaging http://upakovka.messe-duesseldorf.de/,"The 23rd International Trade Fair for Processing, Packaging and Printing(UPAKOVKA) http://upakovka.messe-duesseldorf.de/",145,1.89688032696
123,PROMOGIFT - International Promotional Gift Trade Fair http://www.ifema.es/promogift_01/,International Promotional Gift Trade Fair(PROMOGIFT) http://www.ifema.es/promogift_01/,140,2.84886385962
124,AIME - Aircraft Interiors Middle East http://www.aime.aero/,Aircraft Interiors Middle East(AIME) http://www.aime.aero/,246,2.31440417255
125,Colombiatex of the Americas 2018 http://www.colombiatex.com,Colombiatex of the Americas 2016(Colombiatex) http://www.colombiatex.com,146,1.56341506536
126,Iran Property Expo 2018 - 5th International Exhibition of Real Estate and Property http://iranpropertyexpo.com/,4th International Exhibition of Real Estate and Property(Iran Property Expo 2017) http://iranpropertyexpo.com/,400,2.68161504173
127,17th GARMENTECH Bangladesh 2018 http://garmentechdhaka.com/,13th GARMENTECH Bangladesh 2014 http://garmentechdhaka.com/,80,1.73070888126
128,12th Indian Ocean Ports and Logistics 2018(12IOPS) http://www.transportevents.com/ForthcomingEventsdetails.aspx?EventID=EVE144,7th Indian Ocean Ports and Logistics 2013 http://www.transportevents.com/EventsDetails.aspx?EventID=EVE097,5126,2.33452569132
129,Pitti Immagine Filati 82 http://www.pittimmagine.com/en/corporate/fairs/filati.html,Pitti Immagine Filati http://www.pittimmagine.com/en/corporate/fairs/filati.html,4970,2.67789474598
130,pte - Promotion Trade Exhibition http://www.promotiontradeexhibition.it/it/,PROMOTION TRADE EXHIBITION(pte) http://www.promotiontradeexhibition.it/it/,78,2.36768500583
131,PGA - 2018 PGA Merchandise Show http://www.pgamerchandiseshow.com,PGA Merchandise Show http://www.pgamerchandiseshow.com,155,2.12669097844
132,New York Boat Show http://www.nyboatshow.com,New York Boat Show http://www.nyboatshow.com,154,2.35376953961
133,Sales Promotion World [Spring] http://www.sp-world.jp/spring/,PSI PROMOTION WORLD 2014 http://www.promotion-world.de/,4069,1.29876890355
134,Sales Promotion Expo [Spring] http://www.spex.jp/spring/,3rd SALES SUPPORT EXPO http://www.ss-expo.jp/,1589,1.17366421859
135,Store Sales Promotion EXPO [Spring] http://www.tenpo-sp.jp/spring/,4th Store Promotion Expo http://www.tenpo-sp.jp/,1588,2.27611963345
136,Sales support EXPO[Spring] http://www.ss-expo.jp/spring/,3rd SALES SUPPORT EXPO http://www.ss-expo.jp/,1589,2.13973862834
137,Advertising EXPO [Spring] http://www.ad-expo.jp/spring/,1st TOKYO FASHION JEWELLERY EXPO [SPRING] http://www.ac-expo.jp/spring/,879,1.1423753409
138,Web sales promotion EXPO [Spring] http://www.web-spex.jp/spring/,8th   Web&Mobile Marketing Expo Spring (Web-Mo Spring) http://www.web-mo.jp/haru/,1132,1.24051070156
139,PrintDoors2018 http://www.kobundo.co.jp/event/printdoors2018/pr_pd2018.html,EVENT JAPAN 2016 http://www.intercross-com.co.jp/event-japan/,186,1.16129917166
140,LIFESTYLE EXPO TOKYO 2018 [January] http://www.giftex-expo.jp/spring/,1st TOKYO FASHION JEWELLERY EXPO [SPRING] http://www.ac-expo.jp/spring/,879,1.41370257359
141,GIFTEX TOKYO 2018 [January] - 13th Int'l Variety-Gifts Expo http://www.giftex.jp/spring/,8th INTERNATIONAL VARIETY-GIFT EXPO TOKYO http://www.giftex.jp/,1576,1.88565571463
142,1st Baby & Kids Expo [January]- Int'l Baby & Kids Products Expo Tokyo http://www.bk-w.jp/spring/,Baby & Kids Expo 2013 http://www.bk-w.jp/,1579,2.14211059256
143,1st Fashion Goods & Accessories Expo Tokyo [January] http://www.fa-expo.jp/spring/,8th FASHION GOODS & ACCESSORIES EXPO [Summer] http://www.fa-expo.jp/,1582,2.17809187584
144,1st Table & Kitchenware Expo Tokyo [January] http://www.tw-expo.jp/spring/,1st TOKYO FASHION JEWELLERY EXPO [SPRING] http://www.ac-expo.jp/spring/,879,1.76090311052
145,1st Health & Beauty Goods Expo Tokyo [January] http://www.hb-expo.jp/spring/,3rd H&B EXPO -Health & Beauty Products Expo Tokyo http://www.hb-expo.jp/,1584,2.23306700091
146,1st INTERIOR TOKYO [January]- Interior Products & Furniture Expo http://www.interior-expo.jp/spring/,1st Interior Products Expo Tokyo [Summer] http://www.interior-expo.jp/,1585,2.19742428231
147,EDUTECH KOREA 2018 http://www.educationkorea.kr/,12th EDUCATION KOREA 2015 http://www.educationkorea.kr,90,1.47717818722
148,6th GIRLS JEWELLERY TOKYO http://www.girls-jewel.jp/,5th GIRLS JEWELLERY TOKYO http://www.girls-jewel.jp/,136,1.89785451119
149,29th INTERNATIONAL JEWELLERY TOKYO(IJT 2018) http://www.ijt.jp/,International Jewellery Tokyo Autumn http://www.ijt.jp/aki/,6276,1.7601302071
150,ISPO BEIJING 2018 http://www.ispo.com/beijing,ISPO BEIJING 2016 http://www.ispo.com/beijing,311,1.54373414231
151,Meat Food EXPO -YAKINIKU BUSINESS FAIR 2018 http://yakinikufair.com/,Meat Food Expo Yakiniku  Business Fair 2016 http://yakinikufair.com/,2314,2.48643324163
152,IZAKAYA JAPAN 2018 http://izakaya-japan.com/,CPhI Japan 2018 http://www.cphijapan.com/,956,1.07665683508
153,8th Beauty & Health Week [TOKYO] http://www.beauty-week.jp/,3rd H&B EXPO -Health & Beauty Products Expo Tokyo http://www.hb-expo.jp/,1584,1.24642293928
154,AGROmashEXPO http://www.agromashexpo.hu/,AGROmashEXPO http://www.agromashexpo.hu/,156,1.40468708863
155,Bett 2018 http://www.bettshow.com/,Bett 2016 http://www.bettshow.com/,157,1.63410668333
156,COSME Tech 2018 - 8th INT'L COSMETICS DEVELOPMENT EXPO http://www.cosme-i.jp/,COSME Tech 2016 - 6th INT'L COSMETICS DEVELOPMENT EXPO(COSME Tech) http://www.cosme-i.jp/,133,2.04279440724
157,COSME TOKYO 2018 - 6th INT'L COSMETICS TRADE FAIR http://www.cosmetokyo.jp/,COSME TOKYO 2016 - 4th INT'L COSMETICS TRADE FAIR (COSME TOKYO) http://www.cosmetokyo.jp/,132,2.39089927326
158,1st Inner Beauty EXPO TOKYO -Beauty & Health Foods- http://www.ib-expo.jp,3rd H&B EXPO -Health & Beauty Products Expo Tokyo http://www.hb-expo.jp/,1584,1.71147012966
159,Japan Grand Shoes Collection Summer 2018 (159th) http://www.csia.or.jp/tenjikai/,Japan Grand Shoes Collection Summer 2014 (147th) http://www.csia.or.jp/tenjikai/,81,2.64843422522
160,SC Business Fair 2018 - 42th JCSC National Convention http://www.jcsc.or.jp/sc_convention/businessfair,36th JCSC National Convention SC Business Fair 2012(SC Business Fair) http://www.jcsc.or.jp/event/,160,2.36371432387
161,The Autumn Fair 2018 http://www.theautumnfair.com/,25th The Autumn Fair 2014 http://www.theautumnfair.com/,158,1.75859109415
162,International Education Show 2018 http://www.educationshow.ae/,International Education Show 2016 http://www.educationshow.ae/,308,2.11479601626
163,Cafe Malaysia 2018 - 4th International Cafe Equipment Supplies & Technology Exhibition http://cafe-malaysia.com,3rd International Cafe Equipment Supplies & Technology Exhibition(Cafe Malaysia 2017) http://cafe-malaysia.com,35,2.03076642303
164,3rd Morocco International Marble & Natural Stone Products Fair(Maroc Stone) http://www.marocstonefair.com,Morocco International Marble & Natural Stone Products Fair(Maroc Stone) http://marocstonefair.com,2307,2.81795273107
165,2018 NAMM Show http://www.namm.org/thenammshow,NAMM Show http://www.namm.org/thenammshow,95,1.78461742843
166,Bauen & Energie Wien http://www.bauen-energie.at/,Bauen & Energie Wien http://www.bauen-energie.at/,327,1.91423077012
167,Outdoor Retailer + Snow Show 2018 http://www.outdoorretailer.com/,Outdoor Retailer Summer Market(Outdoor Retailer) http://www.outdoorretailer.com/,3954,1.72518958907
168,1st Asset Management Expo http://www.am-expo.jp/,1st Tokyo Fashion Wear Expo http://www.apparel-expo.jp/,2020,1.09824952693
169,IMTEX FORMING 2018 - International Forming Technology Exhibition http://www.imtex.in/,International Forming Technology Exhibition(IMTEX FORMING 2012) http://www.imtex.in/,1989,1.95078571221
170,FESPO 2018 http://www.fespo.ch,FESPO 2016 http://www.fespo.ch,165,1.3666716343
171,Tooltech 2018 http://www.imtex.in/index.php,"Tooltech 2015 - 17th International Exhibition of Cutting Tools, Tooling Systems, Machine Tool Accessories, Metrology & CAD/CAM(Tooltech 2015) http://www.imtex.in/index.php",858,1.26683524176
172,Christmasworld http://www.christmasworld.messefrankfurt.com/,Christmasworld http://www.christmasworld.messefrankfurt.com/,169,1.44277653805
173,HOMI Milano - THE NEW MACEF(HOMI) http://www.homimilano.com/en/participate,HOMI Milano - THE NEW MACEF http://www.homimilano.com/en/participate,172,2.83703769742
174,SPIE BiOS Expo 2018 http://spie.org/conferences-and-exhibitions/photonics-west/bios-expo,SPIE Photonics West 2016 Exhibition http://spie.org/photonics-west-exhibition.xml,182,1.74927766066
